_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/033.989/2021,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES,"Microcomputador - Tipo: Desktop, Processador: padrão X86 com núcleo sêxtuplo de no mínimo de 2.8 GHz de frequencia de base  memória cache de no mínimo 9MB, Placa mãe: com chipset do mesmo fabricante do processador, Desenvolvida pelo mesmo fabricante do equipamento, Barramento de memória: 2400MHz com suporte a no mínimo 64 GB de memória RAM e suporte à tecnologia Dual-Channel, Memória ram tipo/quan",125825 1800000000000000,111397 0000000000000000,13 00000000,0013/2021,20211201,20211215,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
2,71/033.989/2021,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES,"Microcomputador - Tipo: Desktop, Processador: padrão X86 com núcleo sêxtuplo de no mínimo de 2.8 GHz de frequencia de base  memória cache de no mínimo 9MB, Placa mãe: com chipset do mesmo fabricante do processador, Desenvolvida pelo mesmo fabricante do equipamento, Barramento de memória: 2400MHz com suporte a no mínimo 64 GB de memória RAM e suporte à tecnologia Dual-Channel, Memória ram tipo/quan",125825 1800000000000000,111397 0000000000000000,13 00000000,0013/2021,20211201,20211215,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
3,31/703.844/2020,DETRAN,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A LOCAÇÃO  IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INTERATIVO DE TELE ATENDIMENTO DO DETRAN  MS  PERMITINDO A INTERLIGAÇÃO DE SUA SEDE COMO AS UNIDADES REMOTAS (AGÊNCIAS)  INCLUINDO RECURSOS TECNOLÓGICOS,Locação de equipamentos de TIC (tecnologia da informação e comunicação)  mobiliários e softwares conforme termo de referência,3173117 0400000000000000,1139892 0000000000000000,12 00000000,0003/2021,20211207,20211220,950386000100,STELMAT TELEINFORMATICA LTDA
4,31/703.844/2020,DETRAN,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A LOCAÇÃO  IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INTERATIVO DE TELE ATENDIMENTO DO DETRAN  MS  PERMITINDO A INTERLIGAÇÃO DE SUA SEDE COMO AS UNIDADES REMOTAS (AGÊNCIAS)  INCLUINDO RECURSOS TECNOLÓGICOS,Locação de equipamentos de TIC (tecnologia da informação e comunicação)  mobiliários e softwares conforme termo de referência,3173117 0400000000000000,1139892 0000000000000000,12 00000000,0003/2021,20211207,20211220,950386000100,STELMAT TELEINFORMATICA LTDA
5,71/601.717/2020,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE ELETRODOMÉSTICO  TIPO REFRIGERADOR E FOGÃO CONVÊNIO Nº 884.278/2019 MAPA.,"Fogão - Uso: doméstico  de mesa, Quantidade de bocas: 2, Voltagem: 110 ou 220 V, Caracteristícas mínimas: elétrico.",4724 1600000000000000,2998 9400000000000000,14 00000000,0010/2021,20211207,20211221,29853526000104,HARMONIA SERVIÇOS ADMINISTRATIVOS LTDA.
6,71/601.717/2020,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE ELETRODOMÉSTICO  TIPO REFRIGERADOR E FOGÃO CONVÊNIO Nº 884.278/2019 MAPA.,"Fogão - Uso: doméstico  de mesa, Quantidade de bocas: 2, Voltagem: 110 ou 220 V, Caracteristícas mínimas: elétrico.",4724 1600000000000000,2998 9400000000000000,14 00000000,0010/2021,20211207,20211221,29853526000104,HARMONIA SERVIÇOS ADMINISTRATIVOS LTDA.
7,27/002.909/2020,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA  CORRETIVA  ADEQUAÇÃO E IMPLANTAÇÃO DE INSTALAÇÃO ELÉTRICAS  LÓGICAS METÁLICAS E ÓPTICA PARA EQUIPAMENTOS DE INFORMÁTICA COM FORNECIMENTO DE PEÇAS,Serviço de manutenção  conservação  reparos em bens imóveis em geral,753800 8400000000000000,720601 6700000000000000,1 00000000,0058/2021,20211208,20211221,1246739000140,MW TELEINFORMÁTICA LTDA.
8,27/002.909/2020,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA  CORRETIVA  ADEQUAÇÃO E IMPLANTAÇÃO DE INSTALAÇÃO ELÉTRICAS  LÓGICAS METÁLICAS E ÓPTICA PARA EQUIPAMENTOS DE INFORMÁTICA COM FORNECIMENTO DE PEÇAS,Fornecimento de peças - Requisito: materiais para manutenção de bens imóveis.,1226642 7100000000000000,1164490 0700000000000000,1 00000000,0058/2021,20211208,20211221,1246739000140,MW TELEINFORMÁTICA LTDA.
9,65/002.427/2021,FUNTRAB - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE LIMPEZA E HIGIENIZAÇÃO.,"Sabonete - Uso: adulto, Aroma: erva doce, Composição: ph neutro, Requisito: biodegradável, Apresentação: líquida.",2583 0000000000000000,2220 0000000000000000,300 00000000,0002/2021,20211208,20211221,3257078000184,YOUSSIF AMIM YOUSSIF.
10,71/601.670/2020,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CONDICIONADORES DE AR DEVIDAMENTE INSTALADOS  PARA ATENDER A DEMANDA DO CONVÊNIO Nº 884.278/2019/MAPA,"Condicionador de ar - Tipo: split, Ciclo: frio, Instalação: parede (Hi-Wall), Capacidade mínima: 18.000 btus, Informação adicional: Instalado.",15300 0000000000000000,14420 0000000000000000,4 00000000,0018/2021,20211208,20211222,34707374000163,SPV COMERCIAL LTDA
