_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,27/004.158/2021,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Material Permanente,"Aparelho de Potencia Evocado Auditivo de Tronco Encefálico - Tipo: portátil para emissões otoacústicas, Requisito: bateria recarregável (mínimo de 200 exames)  indicação passa/falha  teste de Produto de Distorção (DP) e DP customisado  teste Transiente Evocado (TE) e TE customizado  capacidade de armazenamento de 50 exames (mínimo), Sistemas de controle: nível de ruído no ambiente  faixa de frequê",50736 0000000000000000,50736 0000000000000000,2 00000000,0100/2021,20211001,20211108,24259043000154,MAIORCA SOLUCOES EM SAUDE  SEGURANCA E PADRONIZACAO LTDA.
2,27/004.158/2021,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Material Permanente,"Aparelho de Potencia Evocado Auditivo de Tronco Encefálico - Tipo: portátil para emissões otoacústicas, Requisito: bateria recarregável (mínimo de 200 exames)  indicação passa/falha  teste de Produto de Distorção (DP) e DP customisado  teste Transiente Evocado (TE) e TE customizado  capacidade de armazenamento de 50 exames (mínimo), Sistemas de controle: nível de ruído no ambiente  faixa de frequê",50736 0000000000000000,50736 0000000000000000,2 00000000,0100/2021,20211001,20211108,24259043000154,MAIORCA SOLUCOES EM SAUDE  SEGURANCA E PADRONIZACAO LTDA.
3,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Câmara hospitalar / laboratorial - Tipo: ultra-violeta, Requisito: transiluminador uv com cumprimento de onda 312 nm e controle de intensidade, Tampa: com filtro de bloqueio de luz uv emitida, Visualização: de aproximadamente 200 x 200 mm, Tipo de lâmpada : uv de no mínimo 6 x 8 w.",4115 6600000000000000,4100 0000000000000000,1 00000000,0071/2021,20211004,20211021,5869012000170,SOLAB EQUIPAMENTOS PARA LABORATORIOS LTDA
4,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Agitador - Tipo: magnético sem aquecimento, Faixa de velocidade: de no mínimo 100 a 1500 rpm, Acompanha: barra magnética, Alimentação elétrica: a ser definhada pela entidade solicitante, Volume de agitação: no mínimo 6 litros, Estrutura: metálica e pintura em epóxi eletrostático, Diâmetro da placa: no mínimo 14 cm, pés: de borracha aderente.",4791 6500000000000000,3771 0000000000000000,5 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
5,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Autoclave - Tipo: vertical, Capacidade: 101 a 150 L, Modo de operação: digital, Acessórios: 01 cesto, Câmara/ Cesto interno: aço inoxidável.",137370 0000000000000000,97525 0000000000000000,5 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
6,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Autoclave - Tipo: vertical, Capacidade: 101 a 150 L, Modo de operação: digital, Acessórios: 01 cesto, Câmara/ Cesto interno: aço inoxidável.",22895 0000000000000000,19505 0000000000000000,1 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
7,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Banho maria laboratorial - Tipo: temperatura regulável em 5 graus Celsius à 80 graus Celsius, Capacidade: para 100 tubos ou superior, Cuba interna: em aço inox sem emendas ou soldas, capacidade de 7L ou superior, Tampa: em aço inox ou em plástico, Estrutura externa: em aço inox ou aço ferro pintado, Aquecimento: através de resistência blindada tipo tubular, Estante: única para tubos de ensaio, Con",33666 0000000000000000,2350 0000000000000000,2 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
8,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Capela - Tipo: de fluxo laminar, Filtro: absoluto do tipo HEPA  plissado e emoldurado em aço galvanizado  classe A-3  com eficiência de 99 99% na retenção de partículas de até 0 3 micras  pré-filtro plissado sintético  moldura papelão, Especificação técnica: equipamento de fluxo unidirecional horizontal  para a manipulação de materiais não contaminados, Apresentação: construída externamente em cha",66644 3400000000000000,61770 0000000000000000,3 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
9,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Phmetro Digital - Modelo: microprocessado, Display: gráfico para visualização do valor de pH  mV e temperatura, Especificação técnica: medidor de pH microprocessado com sistema de calibração automática, Gabinete: em ABS ou similar, Exigência: deve possuir compensação automática e manual de temperatura  deve permitir a calibração em até 3 pontos  no mínimo, Capacidade de medição: de no mínimo pH  m",11883 0000000000000000,6873 0000000000000000,3 00000000,0071/2021,20211004,20211021,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
10,27/002.202/2021,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER AO HRMS REFERENTE À EMENDA PARLAMENTAR CONFORME PORTARIA Nº 3.902  DE 28 DE DEZEMBRO DE 2019  PROPOSTA Nº 03517.102000/1190-26 DO MINISTÉRIO DA SAÚDE,"Agitador - Tipo: kline, Velocidade: variável, Controle de tempo: digital.",6651 2800000000000000,6310 0000000000000000,2 00000000,0071/2021,20211004,20211021,24259043000154,MAIORCA SOLUCOES EM SAUDE  SEGURANCA E PADRONIZACAO LTDA.
