_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,79/007.757/2023,AGEHAB,Ativo,"",Execução das obras de construção de 42 (quarenta e duas) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  30 LOTES: Quadra 10 (Lotes 03 ao 10)  Quadra 12 (Lotes 01 ao 22)  no Loteamento Jardim Severiano e 12 LOTES: Quadra 14 (Lotes 01-A  01-B  01-C  01-D  01-E  01-F  01-R  01-H  01-I  01-J  01-L  01-M  no Loteamento Pouso Alto (Distrito de Pouso Alto)  no município de Paraíso das Á,Serviço de obras do Estado/Municípios não Imobilizáveis,800497 4600000000000000,655748 0500000000000000,1 00000000,0011/2023,20231101,20231121,41499247000262,SCM COMERCIO E SERVIÇOS  EIRELI EPP
2,79/006.699/2023,AGEHAB,Ativo,"",Execução das obras de construção de 58 (cinquenta e oito) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  na Quadra 13 (Lotes 01 ao 16)  Quadra 14 (Lotes 01 ao 18)  Quadra 17 (Lotes 01 ao 14)  Quadra 18 (Lotes 01 ao 10)   no Loteamento Jardim dos Ipês  no município de Caarapó/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,1368544 9800000000000000,1080956 4800000000000000,1 00000000,0012/2023,20231101,20231121,31019378000160,C3 CONSTRUTORA LTDA
3,79/007.757/2023,AGEHAB,Ativo,"",Execução das obras de construção de 42 (quarenta e duas) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  30 LOTES: Quadra 10 (Lotes 03 ao 10)  Quadra 12 (Lotes 01 ao 22)  no Loteamento Jardim Severiano e 12 LOTES: Quadra 14 (Lotes 01-A  01-B  01-C  01-D  01-E  01-F  01-R  01-H  01-I  01-J  01-L  01-M  no Loteamento Pouso Alto (Distrito de Pouso Alto)  no município de Paraíso das Á,Serviço de obras do Estado/Municípios não Imobilizáveis,800497 4600000000000000,655748 0500000000000000,1 00000000,0011/2023,20231101,20231121,41499247000262,SCM COMERCIO E SERVIÇOS  EIRELI EPP
4,79/006.699/2023,AGEHAB,Ativo,"",Execução das obras de construção de 58 (cinquenta e oito) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  na Quadra 13 (Lotes 01 ao 16)  Quadra 14 (Lotes 01 ao 18)  Quadra 17 (Lotes 01 ao 14)  Quadra 18 (Lotes 01 ao 10)   no Loteamento Jardim dos Ipês  no município de Caarapó/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,1368544 9800000000000000,1080956 4800000000000000,1 00000000,0012/2023,20231101,20231121,31019378000160,C3 CONSTRUTORA LTDA
5,79/008.402/2023,AGEHAB,Ativo,"",Execução das obras de construção de 19 (dezenove) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  Quadra 05 (lote  06)  Quadra 06 (lotes 01 ao 06)  Quadra 07 (lotes 01 ao 06) e Quadra 08 (lotes 01 ao 06) no Loteamento Jardim Alvorada II  no município de Jateí/MS,Serviço de obras do Estado/Municípios não Imobilizáveis,431797 1000000000000000,344871 2700000000000000,1 00000000,0013/2023,20231106,20231123,32830156000196,MONTENEGRO CONSTRUTORA LTDA
6,79/008.402/2023,AGEHAB,Ativo,"",Execução das obras de construção de 19 (dezenove) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  Quadra 05 (lote  06)  Quadra 06 (lotes 01 ao 06)  Quadra 07 (lotes 01 ao 06) e Quadra 08 (lotes 01 ao 06) no Loteamento Jardim Alvorada II  no município de Jateí/MS,Serviço de obras do Estado/Municípios não Imobilizáveis,431797 1000000000000000,344871 2700000000000000,1 00000000,0013/2023,20231106,20231123,32830156000196,MONTENEGRO CONSTRUTORA LTDA
7,79/006.701/2023,AGEHAB,Ativo,"",Execução das obras de construção de 30 (trinta) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  na Quadra 06 (lotes 01 ao 08)  Quadra 7 (lotes 02 ao 04) Quadra 08 (lotes 01 ao 05 e 09 ao 14)  Quadra 09 (lotes 01 ao 08)  no Jardim Américo Nantes  no município de Sidrolândia/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,745585 7600000000000000,603956 2600000000000000,1 00000000,0014/2023,20231108,20231127,32830156000196,MONTENEGRO CONSTRUTORA LTDA
8,79/006.701/2023,AGEHAB,Ativo,"",Execução das obras de construção de 30 (trinta) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  na Quadra 06 (lotes 01 ao 08)  Quadra 7 (lotes 02 ao 04) Quadra 08 (lotes 01 ao 05 e 09 ao 14)  Quadra 09 (lotes 01 ao 08)  no Jardim Américo Nantes  no município de Sidrolândia/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,745585 7600000000000000,603956 2600000000000000,1 00000000,0014/2023,20231108,20231127,32830156000196,MONTENEGRO CONSTRUTORA LTDA
9,79/008.118/2023,AGEHAB,Ativo,"","Execução das obras de construção de 33 (trinta e três) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  nos seguintes locais: Lotes 03 ao 12 da Quadra 02, Lotes 01 ao 02 e 15 ao 24 da Quadra 07 e Lotes 03 ao 13 da Quadra 08  no Bairro Morada do Pantanal  no município de Coxim/MS.",Serviço de obras do Estado/Municípios não Imobilizáveis,744109 5100000000000000,557042 8800000000000000,1 00000000,0015/2023,20231110,20231129,32830156000196,MONTENEGRO CONSTRUTORA LTDA
10,79/008.118/2023,AGEHAB,Ativo,"","Execução das obras de construção de 33 (trinta e três) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  nos seguintes locais: Lotes 03 ao 12 da Quadra 02, Lotes 01 ao 02 e 15 ao 24 da Quadra 07 e Lotes 03 ao 13 da Quadra 08  no Bairro Morada do Pantanal  no município de Coxim/MS.",Serviço de obras do Estado/Municípios não Imobilizáveis,744109 5100000000000000,557042 8800000000000000,1 00000000,0015/2023,20231110,20231129,32830156000196,MONTENEGRO CONSTRUTORA LTDA
