_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Modelo: utilitário, Tipo: pick-up, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Fabricação: nacional / Mercosul, Motor: bicombustível (gasolina e álcool), Potência mínima: 80 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de porta: 2, Capacidade mínima de carga: 600 Kg, Dados complementares: grade prot","204252,6600000000000000","211000,0000000000000000","2,00000000",0001/2024,1970-01-01,1970-01-01,5950849000140,ENZO VEÍCULOS LTDA.
2,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Modelo: utilitário, Tipo: pick-up, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Fabricação: nacional / Mercosul, Motor: bicombustível (gasolina e álcool), Potência mínima: 80 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de porta: 2, Capacidade mínima de carga: 600 Kg, Dados complementares: grade prot","204650,0000000000000000","211000,0000000000000000","2,00000000",0001/2024,1970-01-01,1970-01-01,5950849000140,ENZO VEÍCULOS LTDA.
3,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Modelo: utilitário, Tipo: pick-up, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Fabricação: nacional / Mercosul, Motor: bicombustível (gasolina e álcool), Potência mínima: 80 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de porta: 2, Capacidade mínima de carga: 600 Kg, Dados complementares: grade prot","211869,2000000000000000","211000,0000000000000000","2,00000000",0001/2024,1970-01-01,1970-01-01,5950849000140,ENZO VEÍCULOS LTDA.
4,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Modelo: utilitário, Tipo: pick-up, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Fabricação: nacional / Mercosul, Motor: bicombustível (gasolina e álcool), Potência mínima: 80 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de porta: 2, Capacidade mínima de carga: 600 Kg, Dados complementares: grade prot","211869,2000000000000000","211000,0000000000000000","2,00000000",0001/2024,1970-01-01,1970-01-01,5950849000140,ENZO VEÍCULOS LTDA.
5,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Tipo: caminhão, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Tração: 4x2, Motor: diesel, Potência mínima: 150 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Capacidade mínima de carga: 3.900kg, Peso Bruto Total (PBT) mínimo: 6.500kg, Requisitos: ar condicionado, freios a ar, injeção eletrônica, 4 cilíndros, Capac","445000,0000000000000000","316500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
6,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Tipo: caminhão, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Tração: 4x2, Motor: diesel, Potência mínima: 150 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Capacidade mínima de carga: 3.900kg, Peso Bruto Total (PBT) mínimo: 6.500kg, Requisitos: ar condicionado, freios a ar, injeção eletrônica, 4 cilíndros, Capac","341333,3300000000000000","316500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
7,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Tipo: caminhão, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Tração: 4x2, Motor: diesel, Potência mínima: 150 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Capacidade mínima de carga: 3.900kg, Peso Bruto Total (PBT) mínimo: 6.500kg, Requisitos: ar condicionado, freios a ar, injeção eletrônica, 4 cilíndros, Capac","352750,0000000000000000","316500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
8,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Veículo - Tipo: caminhão, Cabine: simples, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Tração: 4x2, Motor: diesel, Potência mínima: 150 cv, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Capacidade mínima de carga: 3.900kg, Peso Bruto Total (PBT) mínimo: 6.500kg, Requisitos: ar condicionado, freios a ar, injeção eletrônica, 4 cilíndros, Capac","352750,0000000000000000","316500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
9,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Carroceria - Uso: carga seca, metálica, Tamanho: 5,5 x 2,20 metros que seja compatível com a descrição do caminhão do convênio, Estrutura: em aço (longarinas, travessas e gigante) lateral aberta, equipada com para-choques e caixa de ferramenta..","30757,9000000000000000","30500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
10,83/016.010/2024,SEMADESC,Ativo,,AQUISIÇÃO DE VEÍCULOS PARA ATENDER O PLANO DE TRABALHO DO CONVÊNIO N. 919056/2021,"Carroceria - Uso: carga seca, metálica, Tamanho: 5,5 x 2,20 metros que seja compatível com a descrição do caminhão do convênio, Estrutura: em aço (longarinas, travessas e gigante) lateral aberta, equipada com para-choques e caixa de ferramenta..","30757,9000000000000000","30500,0000000000000000","1,00000000",0001/2024,1970-01-01,1970-01-01,8440584000128,KCINCO CAMINHÕES E ÔNIBUS LTDA.
