_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,29/044.729/2017,SED,Ativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Lápis - Tipo: grafite, Cor: preto, Escrita: nº 2 HB, Corpo: maciço  sextavado, Requisito: Bic  Faber Castell  igual ou de melhor qualidade.",1183 2000000000000000,1183 2000000000000000,170 00000000,0003/2018,20180302,20180406,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
2,29/044.729/2017,SED,Ativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Molha dedos - Tipo: pasta, Requisito: atóxico, Peso líquido: 12 g.",120 0000000000000000,120 0000000000000000,50 00000000,0003/2018,20180302,20180406,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
3,29/044.729/2017,SED,Ativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Régua - Material: plástico, Comprimento: 30 cm, Dados Complementares: detalhada em centímetros e milímetros.",36 0000000000000000,36 0000000000000000,30 00000000,0003/2018,20180302,20180406,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
4,29/044.729/2017,SED,Ativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Pasta - Modelo: em 'L', Medida Aproximada: 220 x 310mm, Cor: transparente.",180 0000000000000000,177 0000000000000000,30 00000000,0003/2018,20180302,20180406,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
5,29/044.904/2017,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE COFFE BREAK,Coffee Break tipo avançado  conforme cardápio,30061 2000000000000000,28984 8000000000000000,1560 00000000,0004/2018,20180302,20180315,21632366000153,CAMPOS EVENTOS E COMERCIO LTDA
6,57/101.801/2017,AGESUL - Inativa - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS PARA CONFECÇÃO DE FORMULÁRIOS,Serviço gráfico (impressos em geral  encadernação  folder  banner e/ou outros),22271 6600000000000000,13860 0000000000000000,1 00000000,0001/2018,20180305,20180315,2001655000100,REZENDE & DINIZ NETO LTDA EPP
7,29/040.850/2017,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS PARA IMPRESSÃO DE COLETÂNEAS DE TEXTOS DO BRASIL ALFABETIZADO,Serviço gráfico (impressos em geral  encadernação  folder  banner e/ou outros),14515 0000000000000000,9200 0000000000000000,250 00000000,0005/2018,20180306,20180319,2001655000100,REZENDE & DINIZ NETO LTDA EPP
8,27/004.176/2017,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL,Serviço médico/hospitalar para cumprimento de decisão judicia,226182 4800000000000000,225876 0000000000000000,12 00000000,0002/2018,20180309,20180321,8773548000186,KZT - SERVIÇOS MÉDICOS DE ATENÇÃO DOMICILIAR LTDA
9,71/500.039/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,Contratação de serviços gráficos,Impresso personalizado: formulário,2100 0000000000000000,1299 9900000000000000,1 00000000,0001/2018,20180312,20180322,23604913000112,GRAFICA E EDITORA VIRTUAL EIRELI - ME
10,27/000.654/2018,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO DE APARELHO RESPIRATÓRIO MODELO TRILOGY 100,Serviço médico/hospitalar para cumprimento de decisão judicia,38376 0000000000000000,38299 9200000000000000,12 00000000,0003/2018,20180313,20180323,15770094000155,RESPIRARE LOCAÇÃO DE EQUIPAMENTOS RESPIRATÓRIOS  LTDA - ME
