_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,11/015.164/2022,FUNFAZ,Ativo,"",PROFISCO II - BID: Contratação de serviço de desenvolvimento de solução de Tecnologia da Informação e Comunicação (TIC)  denominada Sistema Conta Corrente.,Serviço de desenvolvimento de solução de Tecnologia da Informação e Comunicação (TIC)  denominada Sistema Conta Corrente.,2664204 9500000000000000,2147673 0000000000000000,23705 00000000,0027/2022,20230502,20230515,73357000108,INOVVATI TECNOLOGIA LTDA.
2,11/015.164/2022,FUNFAZ,Ativo,"",PROFISCO II - BID: Contratação de serviço de desenvolvimento de solução de Tecnologia da Informação e Comunicação (TIC)  denominada Sistema Conta Corrente.,Serviço de desenvolvimento de solução de Tecnologia da Informação e Comunicação (TIC)  denominada Sistema Conta Corrente.,2664204 9500000000000000,2147673 0000000000000000,23705 00000000,0027/2022,20230502,20230515,73357000108,INOVVATI TECNOLOGIA LTDA.
3,57/006.448/2022,AGEHAB,Ativo,"",Execução das obras de infraestrutura urbana-pavimentação asfáltica e drenagem de águas pluviais no Loteamento Manoel Joaquim da Silva  Bairro Jardim Santa Terra  no município de Itaporã/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,734488 3600000000000000,666861 9500000000000000,1 00000000,0002/2023,20230502,20230522,6866518000199,REZENDE CONSTRUTORA EIRELI
4,57/006.448/2022,AGEHAB,Ativo,"",Execução das obras de infraestrutura urbana-pavimentação asfáltica e drenagem de águas pluviais no Loteamento Manoel Joaquim da Silva  Bairro Jardim Santa Terra  no município de Itaporã/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,734488 3600000000000000,666861 9500000000000000,1 00000000,0002/2023,20230502,20230522,6866518000199,REZENDE CONSTRUTORA EIRELI
5,71/012.772/2022,JUCEMS,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOLUÇÃO PARA PRODUÇÃO E MANIPULAÇÃO DE DOCUMENTOS  INCLUINDO O OUTSOURCING DE IMPRESSÃO  LICENCIAMENTO DE USO DE SOFTWARES DE GERENCIAMENTO  CAPTURA  INDEXAÇÃO  CONTABILIZAÇÃO E AUTOMAÇÃO E A LOCAÇÃO DOS DEMAIS EQUIPAMENTOS NECESSÁRIOS À GESTÃO E CONTROLE DA SOLUÇÃO  COM FORNECIMENTO DE MATERIAL E INSUMOS,Locação de Impressoras  Multifuncionais  Scanners  Monitores e Fragmentadoras.,0 0000000000000000,313992 0000000000000000,12 00000000,0001/2022,20230511,20230524,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA
6,71/012.772/2022,JUCEMS,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOLUÇÃO PARA PRODUÇÃO E MANIPULAÇÃO DE DOCUMENTOS  INCLUINDO O OUTSOURCING DE IMPRESSÃO  LICENCIAMENTO DE USO DE SOFTWARES DE GERENCIAMENTO  CAPTURA  INDEXAÇÃO  CONTABILIZAÇÃO E AUTOMAÇÃO E A LOCAÇÃO DOS DEMAIS EQUIPAMENTOS NECESSÁRIOS À GESTÃO E CONTROLE DA SOLUÇÃO  COM FORNECIMENTO DE MATERIAL E INSUMOS,Locação de Impressoras  Multifuncionais  Scanners  Monitores e Fragmentadoras.,454021 2000000000000000,313992 0000000000000000,12 00000000,0001/2022,20230511,20230524,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA
7,71/012.772/2022,JUCEMS,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOLUÇÃO PARA PRODUÇÃO E MANIPULAÇÃO DE DOCUMENTOS  INCLUINDO O OUTSOURCING DE IMPRESSÃO  LICENCIAMENTO DE USO DE SOFTWARES DE GERENCIAMENTO  CAPTURA  INDEXAÇÃO  CONTABILIZAÇÃO E AUTOMAÇÃO E A LOCAÇÃO DOS DEMAIS EQUIPAMENTOS NECESSÁRIOS À GESTÃO E CONTROLE DA SOLUÇÃO  COM FORNECIMENTO DE MATERIAL E INSUMOS,Locação de Impressoras  Multifuncionais  Scanners  Monitores e Fragmentadoras.,454021 2000000000000000,313992 0000000000000000,12 00000000,0001/2022,20230511,20230524,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA
8,71/012.772/2022,JUCEMS,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOLUÇÃO PARA PRODUÇÃO E MANIPULAÇÃO DE DOCUMENTOS  INCLUINDO O OUTSOURCING DE IMPRESSÃO  LICENCIAMENTO DE USO DE SOFTWARES DE GERENCIAMENTO  CAPTURA  INDEXAÇÃO  CONTABILIZAÇÃO E AUTOMAÇÃO E A LOCAÇÃO DOS DEMAIS EQUIPAMENTOS NECESSÁRIOS À GESTÃO E CONTROLE DA SOLUÇÃO  COM FORNECIMENTO DE MATERIAL E INSUMOS,Locação de Impressoras  Multifuncionais  Scanners  Monitores e Fragmentadoras.,534236 0400000000000000,313992 0000000000000000,12 00000000,0001/2022,20230511,20230524,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA
9,71/041.744/2022,AGRAER,Ativo,"",AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO CONVÊNIO Nº 723.539/2009,"Microscópio - Tipo: biológico binocular, Aumento: objetivas 4x  10x  40x  e 100x  proteção retrátil e imersão a óleo, Ajuste: distribuição interpupilar de 50 a 75 mm  par oculares com aumento 10x e canoi anoki de 20mm, Platina mecânica: superfície retangular de 160 5x208 5mm com charritot graduado com mov e cozsial XY de 78x54mm, Condensador: para campo claro com diafragma de íris  filtro azul, Si",7704 9200000000000000,7697 0000000000000000,1 00000000,0021/2022,20230517,20230623,12498340000173,THAIS DE ARRUDA PAIVA EIRELI - ME
10,71/041.744/2022,AGRAER,Ativo,"",AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO CONVÊNIO Nº 723.539/2009,"Balança - Tipo: analítica, Linearidade: +/- 0 3 mg, Caracteristíca: carga máxima  210g , Sensibilidade: e repetividade de 0 0001g, prato: 80mm de diâmetro, mostrador: digital de cristal líquido  diferentes unidades  de 110/220 volts watts. Balança",8784 2600000000000000,6750 0000000000000000,1 00000000,0021/2022,20230517,20230623,18272465000167,MB COMÉRCIO DE MAQUINAS  FERRAMENTAS E SERVIÇOS LTDA
