_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,27/002.179/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE SERINGAS AGULHADAS DESCARTÁVEIS.,"Seringa - Volume: 3 ml, Tipo: descartável, Material: polipropileno transparente, Forma: cilíndrica  com anel de retenção e siliconização interna e escala de gravação indelével, Bico: luer, Acompanha: agulha fixa  estéril e descartável, medida da agulha: 25 x 7 mm, cânula: em aço inox  siliconizada   com paredes finas, Bisel: trifacetado, Tampa: plástica, Canhão: em plástico atóxico colorido, Requi",239400 0000000000000000,178500 0000000000000000,5250 00000000,0027/2020,20210407,20210507,32181809000153,GUARIÃ COMERCIO E REPRESENTACAO DE PRODUTOS HOSPITALARES LTDA.
2,27/002.179/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE SERINGAS AGULHADAS DESCARTÁVEIS.,"Seringa - Volume: 3 ml, Tipo: descartável, Material: polipropileno transparente, Forma: cilíndrica  com anel de retenção e siliconização interna e escala de gravação indelével, Bico: luer, Acompanha: agulha fixa  estéril e descartável, medida da agulha: 25 x 7 mm, cânula: em aço inox  siliconizada   com paredes finas, Bisel: trifacetado, Tampa: plástica, Canhão: em plástico atóxico colorido, Requi",59850 0000000000000000,59500 0000000000000000,1750 00000000,0027/2020,20210407,20210507,32181809000153,GUARIÃ COMERCIO E REPRESENTACAO DE PRODUTOS HOSPITALARES LTDA.
3,27/002.179/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE SERINGAS AGULHADAS DESCARTÁVEIS.,"Seringa - Volume: 3 ml, Tipo: descartável, Material: polipropileno transparente, Forma: cilíndrica  com anel de retenção e siliconização interna e escala de gravação indelével, Bico: luer, Acompanha: agulha fixa  estéril e descartável, medida da agulha: 25 x 7 mm, cânula: em aço inox  siliconizada   com paredes finas, Bisel: trifacetado, Tampa: plástica, Canhão: em plástico atóxico colorido, Requi",179550 0000000000000000,178500 0000000000000000,5250 00000000,0027/2020,20210407,20210507,32181809000153,GUARIÃ COMERCIO E REPRESENTACAO DE PRODUTOS HOSPITALARES LTDA.
4,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Televisor - Tipo: smart TV LED, Tamanho da tela: 55', Formato da tela: widescreen 16:9, Resolução: Ultra HD (UHD) 4K, Voltagem: bivolt, Dados complementares: com conversor digital embutido.",27247 4000000000000000,27245 4000000000000000,10 00000000,0016/2020,20210408,20210513,27024068000167,KPS COMERCIO DE ALIMENTOS E SERVIÇOS LTDA
5,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Estante - Material: multiuso com 06 prateleiras em chapa de aço de baixo teor de carbono  acabamento pelo sistema de tratamento químico anti-ferruginoso e fosfatizante, pintura eletrostático a pó  com camada mínima de tinta de 90 micras, Composto: 04 (quatro) colunas com abas de 3 5 cm e comprimento mínimo de 1 98 metros  furos para regulagem das prateleiras em passos de 5 0 cm  em chapa de aço nº",5719 6000000000000000,5700 0000000000000000,20 00000000,0016/2020,20210408,20210513,17182696000117,COMERCIAL K & D LTDA
6,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Armário - Dimensão: mínima de 1980 x 900 x 400 mm (A x L x P), Porta: 02 portas de abrir com chaves, Prateleira: 04 prateleiras reguláveis, Estrutura: chapa de aço 26, Material: aço.",8161 6000000000000000,8160 0000000000000000,10 00000000,0016/2020,20210408,20210513,17182696000117,COMERCIAL K & D LTDA
7,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Armário - Dimensão: mínima de 1980 x 900 x 400 mm (A x L x P), Porta: 02 portas de abrir com chaves, Prateleira: 04 prateleiras reguláveis, Estrutura: chapa de aço 26, Material: aço.",8161 6000000000000000,8160 0000000000000000,10 00000000,0016/2020,20210408,20210513,17182696000117,COMERCIAL K & D LTDA
8,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Estante - Material: multiuso com 06 prateleiras em chapa de aço de baixo teor de carbono  acabamento pelo sistema de tratamento químico anti-ferruginoso e fosfatizante, pintura eletrostático a pó  com camada mínima de tinta de 90 micras, Composto: 04 (quatro) colunas com abas de 3 5 cm e comprimento mínimo de 1 98 metros  furos para regulagem das prateleiras em passos de 5 0 cm  em chapa de aço nº",5719 6000000000000000,5700 0000000000000000,20 00000000,0016/2020,20210408,20210513,17182696000117,COMERCIAL K & D LTDA
9,27/003.073/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL PERMANENTE,"Televisor - Tipo: smart TV LED, Tamanho da tela: 55', Formato da tela: widescreen 16:9, Resolução: Ultra HD (UHD) 4K, Voltagem: bivolt, Dados complementares: com conversor digital embutido.",27247 4000000000000000,27245 4000000000000000,10 00000000,0016/2020,20210408,20210513,27024068000167,KPS COMERCIO DE ALIMENTOS E SERVIÇOS LTDA
10,71/501.005/2020,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Termômetro - Tipo: estufa de esterilização a seco, Acompanha: estojo rígido, Descrição: com escala interna  capilar refletor amarelo ou branco  enchimento com mercúrio (hg) e fechamento redondo. diâmetro do corpo de 11 75 mm  diâmetro da haste de 7 0 ± 5 mm, Dados Complementares: escala: -10 + 320 : 5° c divisão: 5° c corpo: 150 ± 5 haste: 120 ± 5 limite de erro: até 210 ± 2  acima ± 3.",347 3600000000000000,300 0000000000000000,2 00000000,0005/2020,20210409,20210519,3201601000150,MEDLAB PRODUTOS PARA LABORATORIO LTDA - EPP
