_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,31/301.409/2020,FUNRESPMS,Ativo,PREGÃO ELETRÔNICO,Aquisição de ração para cães adultos e filhotes  ambos de grande porte  pertencente ao Batalhão de Polícia Militar de Choque.,"Alimento para animal - Tipo: ração, Uso: cães adultos de grande porte (12 meses a 5 anos), Composição mínima: farinha de frango  milho  gordura animal  óleo vegetal  levedura de cerveja  polpa de beterraba  premix micromineral  premix vitamínico mineral, Níveis de garantia mínimos: umidade (máximo) 10 0%  proteína bruta (mínimo) 26 0%  extrato etéreo (mínimo) 14 0%  matéria fibrosa (máximo) 3 5% ",49730 1000000000000000,39888 8000000000000000,238 00000000,0005/2020,20200917,20200930,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
2,31/301.409/2020,FUNRESPMS,Ativo,PREGÃO ELETRÔNICO,Aquisição de ração para cães adultos e filhotes  ambos de grande porte  pertencente ao Batalhão de Polícia Militar de Choque.,"Alimento para animal - Tipo: ração, Uso: cães filhote de grande porte (02 a 15 meses de vida), Composição mínima: arroz  farinha de frango  glicosamina  sulfato de condroitina  gordura animal  óleo e/ou farinha de peixe  levedura de cerveja ou parede celular de levedura  polpa de beterraba  premix vitamínico mineral, Níveis de garantia mínimos: umidade (máximo) 10 0%  proteína bruta (mínimo) 28% ",21526 1200000000000000,16286 4000000000000000,116 00000000,0005/2020,20200917,20200930,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
3,31/301.409/2020,FUNRESPMS,Ativo,PREGÃO ELETRÔNICO,Aquisição de ração para cães adultos e filhotes  ambos de grande porte  pertencente ao Batalhão de Polícia Militar de Choque.,"Alimento para animal - Tipo: ração, Uso: cães adultos de grande porte (12 meses a 5 anos), Composição mínima: farinha de frango  milho  gordura animal  óleo vegetal  levedura de cerveja  polpa de beterraba  premix micromineral  premix vitamínico mineral, Níveis de garantia mínimos: umidade (máximo) 10 0%  proteína bruta (mínimo) 26 0%  extrato etéreo (mínimo) 14 0%  matéria fibrosa (máximo) 3 5% ",49730 1000000000000000,39888 8000000000000000,238 00000000,0005/2020,20200917,20200930,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
4,31/301.409/2020,FUNRESPMS,Ativo,PREGÃO ELETRÔNICO,Aquisição de ração para cães adultos e filhotes  ambos de grande porte  pertencente ao Batalhão de Polícia Militar de Choque.,"Alimento para animal - Tipo: ração, Uso: cães filhote de grande porte (02 a 15 meses de vida), Composição mínima: arroz  farinha de frango  glicosamina  sulfato de condroitina  gordura animal  óleo e/ou farinha de peixe  levedura de cerveja ou parede celular de levedura  polpa de beterraba  premix vitamínico mineral, Níveis de garantia mínimos: umidade (máximo) 10 0%  proteína bruta (mínimo) 28% ",21526 1200000000000000,16286 4000000000000000,116 00000000,0005/2020,20200917,20200930,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
5,27/001.102/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Álcool Isopropílico (vetores),"Álcool - Tipo: isopropílico, Porcentagem: 99%, Apresentação: líquido límpido  incolor  odor característico, Requisito: P.A..",26420 0000000000000000,23980 0000000000000000,1000 00000000,0009/2020,20200922,20201005,18493600000102,C. L. R. COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA  SANEANTE  GENERO ALIMENTICIO E MEDICO HOSPITALAR
6,27/001.102/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Álcool Isopropílico (vetores),"Álcool - Tipo: isopropílico, Porcentagem: 99%, Apresentação: líquido límpido  incolor  odor característico, Requisito: P.A..",26420 0000000000000000,23980 0000000000000000,1000 00000000,0009/2020,20200922,20201005,18493600000102,C. L. R. COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA  SANEANTE  GENERO ALIMENTICIO E MEDICO HOSPITALAR
7,27/101.014/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de equipamentos médicos e hospitalares para HRMS  através de recursos da emenda parlamentar  transferidos fundo a fundo  habilitada na Portaria nº 1.262  de 12 de junho de 2019  constante da proposta nº 03517.1020000/1190-05,"Eletroneuromiógrafo - Uso: para neurocondução sensitiva e motora  ondas F  reflexo H  inching sensitivo e motor, EMG qualitativa  análise de padrão de interferência, técnicas especiais: reflexos de piscamento  sacral  bulbocavernoso  reflexo-T  reflexo cutâneo-simpático  estudo de tremor, reflexo cutâneo-simpático RCS., número de canais: mínimo 02, características do amplificador: taxa de amostrag",44000 0000000000000000,44000 0000000000000000,1 00000000,0017/2020,20200923,20210913,5922811000163,MAGNA MEDICA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA.
8,27/101.014/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de equipamentos médicos e hospitalares para HRMS  através de recursos da emenda parlamentar  transferidos fundo a fundo  habilitada na Portaria nº 1.262  de 12 de junho de 2019  constante da proposta nº 03517.1020000/1190-05,"Eletroneuromiógrafo - Uso: para neurocondução sensitiva e motora  ondas F  reflexo H  inching sensitivo e motor, EMG qualitativa  análise de padrão de interferência, técnicas especiais: reflexos de piscamento  sacral  bulbocavernoso  reflexo-T  reflexo cutâneo-simpático  estudo de tremor, reflexo cutâneo-simpático RCS., número de canais: mínimo 02, características do amplificador: taxa de amostrag",50636 2700000000000000,44000 0000000000000000,1 00000000,0017/2020,20200923,20210913,5922811000163,MAGNA MEDICA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA.
9,27/101.014/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de equipamentos médicos e hospitalares para HRMS  através de recursos da emenda parlamentar  transferidos fundo a fundo  habilitada na Portaria nº 1.262  de 12 de junho de 2019  constante da proposta nº 03517.1020000/1190-05,"Eletroneuromiógrafo - Uso: para neurocondução sensitiva e motora  ondas F  reflexo H  inching sensitivo e motor, EMG qualitativa  análise de padrão de interferência, técnicas especiais: reflexos de piscamento  sacral  bulbocavernoso  reflexo-T  reflexo cutâneo-simpático  estudo de tremor, reflexo cutâneo-simpático RCS., número de canais: mínimo 02, características do amplificador: taxa de amostrag",50636 2700000000000000,44000 0000000000000000,1 00000000,0017/2020,20200923,20210913,5922811000163,MAGNA MEDICA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA.
10,27/101.014/2020,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de equipamentos médicos e hospitalares para HRMS  através de recursos da emenda parlamentar  transferidos fundo a fundo  habilitada na Portaria nº 1.262  de 12 de junho de 2019  constante da proposta nº 03517.1020000/1190-05,"Eletrocardiografo - Modelo: 12 canais, Acessórios: 01 cabo de ECG, Operação: direto no console, Possui: comunicação com computador, impressão direta no console.",73364 0000000000000000,34120 0000000000000000,5 00000000,0017/2020,20200923,20210913,5286960000183,V. S. COSTA & CIA LTDA
