_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/502.255/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE CONDICIONADORES DE AR  DEVIDAMENTE INSTALADOS,"Condicionador de ar - Tipo: split, Ciclo: reverso, Voltagem: 110/220 V, Instalação: parede (Hi-Wall), Capacidade Mínima: 22.000 BTUS, Dados Complementares: entregue devidamente instalado, Sistema: inverter, Condensador: horizontal, Função: timer/sleep, Acompanha: controle remoto.",8414 1600000000000000,8376 0000000000000000,2 00000000,0012/2018,20180903,20181122,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
2,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Balança - Tipo: de precisão, Voltagem: bivolt, Capacidade Maxima: 3200 g, Resolução: 0 01g.",3617 4000000000000000,3617 4000000000000000,1 00000000,0007/2018,20180903,20180914,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
3,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Fotômetro - Tipo: chama, Modelo: digital microprocessado , Uso: análise clínica e laboratorial, determinação da disponibilidade de potássio (K) em solos, Chapa: aço revestido em epóxi, Faixa de leitura: ppm  %  mg/L  meq/L  mmol/L, Calibração: automática, Requisito: caixa de gases automática com intertravamento com desligamento automático da chama na falta do oxidante e acendimento automático da c",19347 9200000000000000,22718 8900000000000000,1 00000000,0007/2018,20180903,20180914,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
4,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 100 a 1000 uL.",802 0000000000000000,123 0000000000000000,1 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
5,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 500 a 5000 uL, Acompanha: manual de instruções em português.",1628 6600000000000000,450 0000000000000000,1 00000000,0007/2018,20180903,20180914,12498340000173,THAIS DE ARRUDA PAIVA EIRELI - ME
6,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 1 a 10 mL, Acompanha: manual de instruções em português.",2502 5000000000000000,340 5900000000000000,1 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
7,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Dispensador Laboratorial - Material: acrílico transparente, Tipo: autoclavável, Requisito: pistão em PTFE de alta durabilidade com sitema de selagem por pressão  cilindro de vidro borosilicato protegido por uma cobertura de plástico transparente  volume variável de 1 a 10 ml  graduação de 1 0 ml, Uso: em laboratório, Acompanha: 01 dispensador autoclavável  03 adaptadores  com certificado de calibr",3744 6000000000000000,2890 0000000000000000,1 00000000,0007/2018,20180903,20180914,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
8,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: macropipetador, Uso: pipetas sorológicas de 0 1 a 100 ml, Material: polipropileno, Faixa de Volume: de 1 a 100 mL, Informação Adicional: adaptador de silicone que possibilita o uso com a maioria das pipetas sorológicas disponíveis no mercado, Acompanha: manual de instruções em português.",1125 0000000000000000,849 0000000000000000,5 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
9,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Eletrodo - Tipo: combinado universal de vidro, Faixa de temperatura: mínima de 0º C a 70º C, Referência: Ag/AgCl, Faixa de pH: 0 a 14.",698 7000000000000000,676 0000000000000000,2 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
10,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,Deionizador de água - Capacidade: 50 litros/h. Deionizador de água,2060 0000000000000000,2000 0000000000000000,2 00000000,0007/2018,20180903,20180914,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
11,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Balança - Tipo: de precisão, Voltagem: bivolt, Capacidade Maxima: 3200 g, Resolução: 0 01g.",3617 4000000000000000,3617 4000000000000000,1 00000000,0007/2018,20180903,20180914,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
12,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Fotômetro - Tipo: chama, Modelo: digital microprocessado , Uso: análise clínica e laboratorial, determinação da disponibilidade de potássio (K) em solos, Chapa: aço revestido em epóxi, Faixa de leitura: ppm  %  mg/L  meq/L  mmol/L, Calibração: automática, Requisito: caixa de gases automática com intertravamento com desligamento automático da chama na falta do oxidante e acendimento automático da c",22718 8900000000000000,22718 8900000000000000,1 00000000,0007/2018,20180903,20180914,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
13,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 100 a 1000 uL.",1502 0000000000000000,123 0000000000000000,1 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
14,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 500 a 5000 uL, Acompanha: manual de instruções em português.",2289 0000000000000000,450 0000000000000000,1 00000000,0007/2018,20180903,20180914,12498340000173,THAIS DE ARRUDA PAIVA EIRELI - ME
15,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: automática monocanal, Faixa de Volume: de 1 a 10 mL, Acompanha: manual de instruções em português.",1718 3300000000000000,340 5900000000000000,1 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
16,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Dispensador Laboratorial - Material: acrílico transparente, Tipo: autoclavável, Requisito: pistão em PTFE de alta durabilidade com sitema de selagem por pressão  cilindro de vidro borosilicato protegido por uma cobertura de plástico transparente  volume variável de 1 a 10 ml  graduação de 1 0 ml, Uso: em laboratório, Acompanha: 01 dispensador autoclavável  03 adaptadores  com certificado de calibr",3744 6000000000000000,2890 0000000000000000,1 00000000,0007/2018,20180903,20180914,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
17,71/502.255/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,01º REPETIÇÃO - AQUISIÇÃO DE CONDICIONADORES DE AR  DEVIDAMENTE INSTALADOS,"Condicionador de ar - Tipo: split, Ciclo: reverso, Voltagem: 110/220 V, Instalação: parede (Hi-Wall), Capacidade Mínima: 22.000 BTUS, Dados Complementares: entregue devidamente instalado, Sistema: inverter, Condensador: horizontal, Função: timer/sleep, Acompanha: controle remoto.",8414 1600000000000000,8376 0000000000000000,2 00000000,0012/2018,20180903,20181122,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
18,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Pipeta - Tipo: macropipetador, Uso: pipetas sorológicas de 0 1 a 100 ml, Material: polipropileno, Faixa de Volume: de 1 a 100 mL, Informação Adicional: adaptador de silicone que possibilita o uso com a maioria das pipetas sorológicas disponíveis no mercado, Acompanha: manual de instruções em português.",1125 0000000000000000,849 0000000000000000,5 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
19,71/501.370/2018,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO,"Eletrodo - Tipo: combinado universal de vidro, Faixa de temperatura: mínima de 0º C a 70º C, Referência: Ag/AgCl, Faixa de pH: 0 a 14.",698 7000000000000000,676 0000000000000000,2 00000000,0007/2018,20180903,20180914,9100467000188,W.N. DIAGNOSTICA LTDA.
