_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/200.206/2020,JUCEMS - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE CONDICIONADOR DE AR  COM FORNECIMENTO DE PEÇAS,Serviço de manutenção de condicionador de ar,204990 0000000000000000,133008 0000000000000000,12 00000000,0002/2020,20210701,20210819,2772299000128,REFRIPAR - COMÉRCIO E REFRIGERAÇÃO LTDA
2,71/200.206/2020,JUCEMS - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE CONDICIONADOR DE AR  COM FORNECIMENTO DE PEÇAS,Fornecimento de peças - Requisito: conforme especificações no anexo.,22839 7500000000000000,1992 0000000000000000,1 00000000,0002/2020,20210701,20210819,2772299000128,REFRIPAR - COMÉRCIO E REFRIGERAÇÃO LTDA
3,11/015.550/2020,SEFAZ,Ativo,PREGÃO ELETRÔNICO,Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva em equipamentos de telecomunicações CPCT (Centrais Privadas de Comutação Telefônica) e Controle e Gerencia de Tarifação Telefônica.,Serviços de manutenção preventiva e corretiva em equipamentos de telecomunicações,2735771 6400000000000000,1955948 5200000000000000,12 00000000,0016/2021,20210701,20210831,3973179000151,DICOREL COMÉRCIO E INDÚSTRIA LTDA.
4,71/200.206/2020,JUCEMS - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE CONDICIONADOR DE AR  COM FORNECIMENTO DE PEÇAS,Serviço de manutenção de condicionador de ar,204990 0000000000000000,133008 0000000000000000,12 00000000,0002/2020,20210701,20210819,2772299000128,REFRIPAR - COMÉRCIO E REFRIGERAÇÃO LTDA
5,71/200.206/2020,JUCEMS - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE CONDICIONADOR DE AR  COM FORNECIMENTO DE PEÇAS,Fornecimento de peças - Requisito: conforme especificações no anexo.,22839 7500000000000000,1992 0000000000000000,1 00000000,0002/2020,20210701,20210819,2772299000128,REFRIPAR - COMÉRCIO E REFRIGERAÇÃO LTDA
6,11/015.550/2020,SEFAZ,Ativo,PREGÃO ELETRÔNICO,Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva em equipamentos de telecomunicações CPCT (Centrais Privadas de Comutação Telefônica) e Controle e Gerencia de Tarifação Telefônica.,Serviços de manutenção preventiva e corretiva em equipamentos de telecomunicações,2735771 6400000000000000,1955948 5200000000000000,12 00000000,0016/2021,20210701,20210831,3973179000151,DICOREL COMÉRCIO E INDÚSTRIA LTDA.
7,27/002.561/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE VEÍCULOS PICK-UP E SEDAN,"Veículo - Modelo: passeio, Tipo: sedan, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 100 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica ou elétrica, Quantidade de Porta: 4 laterais, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionad",236340 0000000000000000,293700 0000000000000000,3 00000000,0057/2020,20210702,20220429,21496407000121,NAÇÃO CONCESSIONÁRIA DE VEÍCULOS LTDA
8,27/002.561/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE VEÍCULOS PICK-UP E SEDAN,"Veículo - Modelo: passeio, Tipo: sedan, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 100 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica ou elétrica, Quantidade de Porta: 4 laterais, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionad",236340 0000000000000000,293700 0000000000000000,3 00000000,0057/2020,20210702,20220429,21496407000121,NAÇÃO CONCESSIONÁRIA DE VEÍCULOS LTDA
9,27/002.561/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE VEÍCULOS PICK-UP E SEDAN,"Veículo - Modelo: passeio, Tipo: sedan, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 100 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica ou elétrica, Quantidade de Porta: 4 laterais, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionad",310725 0000000000000000,293700 0000000000000000,3 00000000,0057/2020,20210702,20220429,21496407000121,NAÇÃO CONCESSIONÁRIA DE VEÍCULOS LTDA
10,11/015.784/2020,FUNFAZ,Ativo,PREGÃO ELETRÔNICO,Contratação de Serviços Continuados de Locação de Veículos 1.0,Locação de veículo,857716 0800000000000000,340938 0000000000000000,234 00000000,0005/2021,20210702,20210909,27595780000116,CS BRASIL FROTAS S.A
11,11/015.784/2020,FUNFAZ,Ativo,PREGÃO ELETRÔNICO,Contratação de Serviços Continuados de Locação de Veículos 1.0,Locação de veículo,643287 0600000000000000,340938 0000000000000000,234 00000000,0005/2021,20210702,20210909,27595780000116,CS BRASIL FROTAS S.A
12,27/002.561/2020,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE VEÍCULOS PICK-UP E SEDAN,"Veículo - Modelo: passeio, Tipo: sedan, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 100 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica ou elétrica, Quantidade de Porta: 4 laterais, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionad",310725 0000000000000000,293700 0000000000000000,3 00000000,0057/2020,20210702,20220429,21496407000121,NAÇÃO CONCESSIONÁRIA DE VEÍCULOS LTDA
13,11/015.784/2020,FUNFAZ,Ativo,PREGÃO ELETRÔNICO,Contratação de Serviços Continuados de Locação de Veículos 1.0,Locação de veículo,214429 0200000000000000,141960 0000000000000000,78 00000000,0005/2021,20210702,20210909,8714430000187,FLAVIO VASCONCELOS ALVES E CASTRO
