_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,51/008.085/2021,AGEPAN(Inativo),Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES E NOOTEBOOKS,"Microcomputador - Tipo: notebook, Processador: padrão X86 com no mínimo 4 núcleos de no mínimo de 1.6 GHz de frequência de base  memória cache de no mínimo 6MB, Placa mãe: chipset do mesmo fabricante do processador, Slots memória: mínimo 2 slot para DDR4 ou superior, Memória ram tipo/quantidade: DDR4  mínimo 8GB  sendo 2666Mhz a frequência mínima, Interface de rede: integrada 10/100/1000Mbps, Cont",70405 9200000000000000,43170 0000000000000000,6 00000000,0001/2021,20220401,20220418,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
2,51/008.085/2021,AGEPAN(Inativo),Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES E NOOTEBOOKS,"Microcomputador - Tipo: Desktop, Processador: padrão X86 com núcleo óctuplo de no mínimo de 2.8 GHz de frequência de base  memória cache de no mínimo 12MB, Placa mãe: com chipset do mesmo fabricante do processador, Desenvolvida pelo mesmo fabricante do equipamento, Barramento de memória: 2400MHz com suporte a no mínimo 64 GB de memória RAM e suporte à tecnologia Dual-Channel, Memória ram tipo/quan",183851 2500000000000000,122280 0000000000000000,12 00000000,0001/2021,20220401,20220418,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
3,51/008.085/2021,AGEPAN(Inativo),Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES E NOOTEBOOKS,"Microcomputador - Tipo: Desktop, Processador: padrão X86 com núcleo óctuplo de no mínimo de 2.8 GHz de frequência de base  memória cache de no mínimo 12MB, Placa mãe: com chipset do mesmo fabricante do processador, Desenvolvida pelo mesmo fabricante do equipamento, Barramento de memória: 2400MHz com suporte a no mínimo 64 GB de memória RAM e suporte à tecnologia Dual-Channel, Memória ram tipo/quan",147081 0000000000000000,122280 0000000000000000,12 00000000,0001/2021,20220401,20220418,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
4,51/008.085/2021,AGEPAN(Inativo),Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES E NOOTEBOOKS,"Microcomputador - Tipo: Desktop, Processador: padrão X86 com núcleo óctuplo de no mínimo de 2.8 GHz de frequência de base  memória cache de no mínimo 12MB, Placa mãe: com chipset do mesmo fabricante do processador, Desenvolvida pelo mesmo fabricante do equipamento, Barramento de memória: 2400MHz com suporte a no mínimo 64 GB de memória RAM e suporte à tecnologia Dual-Channel, Memória ram tipo/quan",36770 2500000000000000,30570 0000000000000000,3 00000000,0001/2021,20220401,20220418,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
5,51/008.085/2021,AGEPAN(Inativo),Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MICROCOMPUTADORES E NOOTEBOOKS,"Microcomputador - Tipo: notebook, Processador: padrão X86 com no mínimo 4 núcleos de no mínimo de 1.6 GHz de frequência de base  memória cache de no mínimo 6MB, Placa mãe: chipset do mesmo fabricante do processador, Slots memória: mínimo 2 slot para DDR4 ou superior, Memória ram tipo/quantidade: DDR4  mínimo 8GB  sendo 2666Mhz a frequência mínima, Interface de rede: integrada 10/100/1000Mbps, Cont",70405 9200000000000000,43170 0000000000000000,6 00000000,0001/2021,20220401,20220418,12339342000110,ART COMÉRCIO  CONSTRUÇÕES E INFORMÁTICA LTDA.
6,57/006.969/2021,AGEHAB,Ativo,TOMADA DE PREÇOS,"Execução das obras de construção de 42 (quarenta e duas) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  no Loteamento Mangueiral II  Quadra 02: Lotes 01 ao 14, Quadra 03: Lotes 01 ao 14: Quadra 04: Lotes 01 ao 14  no município de Ladário/MS",Serviço de obras do Estado/Municípios não Imobilizáveis,752781 1400000000000000,737941 1700000000000000,1 00000000,0001/2022,20220404,20220425,32830156000196,MONTENEGRO CONSTRUTORA LTDA
7,57/006.969/2021,AGEHAB,Ativo,TOMADA DE PREÇOS,"Execução das obras de construção de 42 (quarenta e duas) bases do Projeto Lote Urbanizado  com área unitária de 42 56 m²  no Loteamento Mangueiral II  Quadra 02: Lotes 01 ao 14, Quadra 03: Lotes 01 ao 14: Quadra 04: Lotes 01 ao 14  no município de Ladário/MS",Serviço de obras do Estado/Municípios não Imobilizáveis,752781 1400000000000000,737941 1700000000000000,1 00000000,0001/2022,20220404,20220425,32830156000196,MONTENEGRO CONSTRUTORA LTDA
8,71/040.591/2021,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,Aquisição de Carroceria Instalada.,Carroceria - Uso: veículo.,28737 5000000000000000,28735 0000000000000000,1 00000000,0003/2022,20220406,20220425,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
9,71/040.591/2021,AGRAER - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,Aquisição de Carroceria Instalada.,Carroceria - Uso: veículo.,28737 5000000000000000,28735 0000000000000000,1 00000000,0003/2022,20220406,20220425,28527733000106,COMERCIAL PRZ DE MAQUINAS LTDA - EPP.
10,11/014.699/2021,FUNFAZ,Ativo,PREGÃO ELETRÔNICO,PROFISCO II - BID: CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA O DESENVOLVIMENTO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)  DENOMINADO SISTEMA ITCD.,Serviços Técnicos disponibilizados para o desenvolvimento de solução de Tecnologia da Informação e Comunicação (TIC)  denominada Sistema ITCD.,2216023 0400000000000000,1805619 2000000000000000,19712 00000000,0005/2022,20220407,20220524,24598492000127,AZ TECNOLOGIA EM GESTÃO LTDA.
