_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,31/000.236/2018,FUNRESPMS,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÂO - AQUISIÇÃO DE COFRE,"Cofre - Material: aço, Tipo: armário, Espessura mínima: corpo com 1 2mm e portas com 2 0mm, Tipo de Pintura: epoxi, Características adicionais: cinco prateleiras removíveis, Dados Complementares: fechadura com segredo mecânico numérico e chave, Dimensão mínima: 90 x 195 x 50 cm (L x A x P).",73241 6100000000000000,67499 8600000000000000,17 00000000,0005/2018,20180604,20180731,6298377000155,I.A. CAMPAGNA JUNIOR & CIA LTDA.
2,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",11224980 0000000000000000,8248500 0000000000000000,58500 00000000,0002/2018,20180604,20180618,10840894000181,FORTES COMÉRCIO DE ALIMENTOS LTDA.
3,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",9325368 0000000000000000,6891480 0000000000000000,48600 00000000,0002/2018,20180604,20180618,8265264000189,FORTHE LUX COMERCIO E SERVIÇO LTDA
4,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",10534212 0000000000000000,7790310 0000000000000000,54900 00000000,0002/2018,20180604,20180618,641325000153,TAVARES & SOARES LTDA
5,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",2633553 0000000000000000,2596770 0000000000000000,18300 00000000,0002/2018,20180604,20180618,6923782000117,M D RAHIM COMERCIO E SERVICOS LTDA.
6,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",7900659 0000000000000000,7790310 0000000000000000,54900 00000000,0002/2018,20180604,20180618,641325000153,TAVARES & SOARES LTDA
7,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",2331342 0000000000000000,2297160 0000000000000000,16200 00000000,0002/2018,20180604,20180618,6923782000117,M D RAHIM COMERCIO E SERVICOS LTDA.
8,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",6994026 0000000000000000,6891480 0000000000000000,48600 00000000,0002/2018,20180604,20180618,8265264000189,FORTHE LUX COMERCIO E SERVIÇO LTDA
9,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",2806245 0000000000000000,2749500 0000000000000000,19500 00000000,0002/2018,20180604,20180618,6923782000117,M D RAHIM COMERCIO E SERVICOS LTDA.
10,27/001.984/2018,FESA,Ativo,PREGÃO PRESENCIAL,AQUISIÇÃO DE CESTAS DE ALIMENTOS,"Cesta básica - Contém: 02 pct arroz tipo 1 5kg, 03 pct feijão tipo 1carioca 1kg, 01 pct sal refinado 1kg, 04 pct macarrão 500gr, 02 pct leite em pó integral instantâneo 400gr, 04 un óleo soja 900ml, 02 pct açúcar cristal 2kg, 01 pct fubá milho pacote 1kg, 01un charque bovino 500gr, 01 pct farinha mandioca 1kg.",8418735 0000000000000000,8248500 0000000000000000,58500 00000000,0002/2018,20180604,20180618,10840894000181,FORTES COMÉRCIO DE ALIMENTOS LTDA.
