_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,29/030.390/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS ÁGUA LIMPA E CARACOL).,Locação de veículo para transporte escolar,146773 0000000000000000,132550 0000000000000000,11 00000000,0024/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
2,29/030.390/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS ÁGUA LIMPA E CARACOL).,Locação de veículo para transporte escolar,201270 6300000000000000,201270 6300000000000000,11 00000000,0024/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
3,29/030.389/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS PULADOR  QUATI E VALE DO SOL).,Locação de veículo para transporte escolar,161758 6300000000000000,161758 3000000000000000,11 00000000,0023/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
4,29/030.389/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS PULADOR  QUATI E VALE DO SOL).,Locação de veículo para transporte escolar,109750 6300000000000000,101695 0000000000000000,11 00000000,0023/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
5,29/030.389/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS PULADOR  QUATI E VALE DO SOL).,Locação de veículo para transporte escolar,146677 6300000000000000,146677 6300000000000000,11 00000000,0023/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
6,29/030.388/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS BOA ESPERANÇA E SÃO FRANCISCO).,Locação de veículo para transporte escolar,179490 6300000000000000,178200 0000000000000000,11 00000000,0022/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
7,29/030.388/2018,SED,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL  PARA ATENDER ALUNOS DO DISTRITO DE PONTINHA DO COCHO  MUNICÍPIO DE CAMAPUÃ/MS. (LINHAS BOA ESPERANÇA E SÃO FRANCISCO).,Locação de veículo para transporte escolar,190534 6300000000000000,189860 0000000000000000,11 00000000,0022/2018,20181003,20181018,2988078000191,CQP TRANSPORTES LTDA - EPP.
8,27/001.535/2018,FESA,Ativo,DISPENSA DE LICITAÇÃO,01º REPETIÇÃO - AQUISIÇÃO DE MEDICAMENTOS,"Alfa fluorhidrocortisona - Dosagem: 100 mcg, Apresentação: cápsula  comprimido ou drágea, Preparo: manipulado.",108 0000000000000000,72 0000000000000000,180 00000000,0074/2018,20181003,20181123,4930834000157,FARMA CINCO LTDA
9,27/001.535/2018,FESA,Ativo,DISPENSA DE LICITAÇÃO,01º REPETIÇÃO - AQUISIÇÃO DE MEDICAMENTOS,"Bicarbonato de sódio - Dosagem: 500 mg, Apresentação: cápsula  comprimido ou drágea, Preparo: manipulado.",594 0000000000000000,459 0000000000000000,2700 00000000,0074/2018,20181003,20181123,7195938000153,Equilibra Manipulação e Homeopatia Ltda-ME
10,27/001.535/2018,FESA,Ativo,DISPENSA DE LICITAÇÃO,01º REPETIÇÃO - AQUISIÇÃO DE MEDICAMENTOS,"Citrato de potássio - Dosagem: 500 mg, Apresentação: cápsula  comprimido ou drágea, Preparo: manipulado.",237 6000000000000000,144 0000000000000000,720 00000000,0074/2018,20181003,20181123,4930834000157,FARMA CINCO LTDA
