_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,29/023.450/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE (FORMULÁRIO E CAPA),"Formulário - Tipo: contínuo, Material: em papel branco de gramatura 120gr, Tamanho: 270X305mm.",61250 0000000000000000,57575 0000000000000000,245 00000000,0007/2020,20200804,20200819,73666471000107,ONIL - LINE FORMULARIOS E SERVIÇOS LTDA
2,29/023.450/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE (FORMULÁRIO E CAPA),"Capa - Tipo: capa e contra capa, Medida: 210 x 297 mm, Formato: A4.",1890 2000000000000000,1860 0000000000000000,20 00000000,0007/2020,20200804,20200819,2001655000100,REZENDE & DINIZ NETO LTDA EPP
3,29/019.997/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE FORMULÁRIO CONTÍNUO  CAPA PLÁSTICA E CONTRA CAPA PARA ENCADERNAÇÃO.,"Formulário - Tipo: contínuo, Material: em papel branco de gramatura 120gr, Tamanho: 270X305mm.",67500 0000000000000000,34290 0000000000000000,270 00000000,0008/2020,20200804,20200819,73666471000107,ONIL - LINE FORMULARIOS E SERVIÇOS LTDA
4,29/019.997/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE FORMULÁRIO CONTÍNUO  CAPA PLÁSTICA E CONTRA CAPA PARA ENCADERNAÇÃO.,"Formulário - Tipo: contínuo, Material: em papel branco de gramatura 120gr, Tamanho: 270X305mm.",22500 0000000000000000,11430 0000000000000000,90 00000000,0008/2020,20200804,20200819,73666471000107,ONIL - LINE FORMULARIOS E SERVIÇOS LTDA
5,29/019.997/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE FORMULÁRIO CONTÍNUO  CAPA PLÁSTICA E CONTRA CAPA PARA ENCADERNAÇÃO.,"Capa - Tipo: capa e contra capa, Medida: 210 x 297 mm, Formato: A4.",4725 5000000000000000,948 0000000000000000,50 00000000,0008/2020,20200804,20200819,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
6,29/023.450/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE (FORMULÁRIO E CAPA),"Formulário - Tipo: contínuo, Material: em papel branco de gramatura 120gr, Tamanho: 270X305mm.",61250 0000000000000000,57575 0000000000000000,245 00000000,0007/2020,20200804,20200819,73666471000107,ONIL - LINE FORMULARIOS E SERVIÇOS LTDA
7,29/023.450/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE (FORMULÁRIO E CAPA),"Capa - Tipo: capa e contra capa, Medida: 210 x 297 mm, Formato: A4.",1890 2000000000000000,1860 0000000000000000,20 00000000,0007/2020,20200804,20200819,2001655000100,REZENDE & DINIZ NETO LTDA EPP
8,29/019.997/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE FORMULÁRIO CONTÍNUO  CAPA PLÁSTICA E CONTRA CAPA PARA ENCADERNAÇÃO.,"Formulário - Tipo: contínuo, Material: em papel branco de gramatura 120gr, Tamanho: 270X305mm.",0 0000000000000000,34290 0000000000000000,270 00000000,0008/2020,20200804,20200819,73666471000107,ONIL - LINE FORMULARIOS E SERVIÇOS LTDA
9,29/019.997/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE FORMULÁRIO CONTÍNUO  CAPA PLÁSTICA E CONTRA CAPA PARA ENCADERNAÇÃO.,"Capa - Tipo: capa e contra capa, Medida: 210 x 297 mm, Formato: A4.",0 0000000000000000,948 0000000000000000,50 00000000,0008/2020,20200804,20200819,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
10,57/500.066/2019,AGEHAB,Ativo,TOMADA DE PREÇOS,Execução das obras de construção de bases para unidades habitacionais  com área unitária de 42 56 m²  no Loteamento Conquista Guató  município de Corumbá/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,381050 3600000000000000,359658 4300000000000000,1 00000000,0003/2020,20200811,20200901,16637437000170,M.S. DA SILVA CONSTRUTORA LTDA.
11,57/500.066/2019,AGEHAB,Ativo,TOMADA DE PREÇOS,Execução das obras de construção de bases para unidades habitacionais  com área unitária de 42 56 m²  no Loteamento Conquista Guató  município de Corumbá/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,381050 3600000000000000,359658 4300000000000000,1 00000000,0003/2020,20200811,20200901,16637437000170,M.S. DA SILVA CONSTRUTORA LTDA.
12,27/002.486/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE ITEM QUE COMPÕE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL (CHAPÉU),"Boné  chapéu  gorro e afins. - Tipo: pescador, Confeccionado: com tingimento em cor firme cáqui  com furos laterais para ventilação  botões de pressão nas laterais para dobrar as abas  contendo aba fixa para proteção da nuca  cordão de ajuste e fixação para o queixo evitando a queda do chapéu.",43722 0000000000000000,36972 0000000000000000,1800 00000000,0034/2019,20200812,20210331,8256030000175,MORENA COMÉRCIO & SERVIÇO LTDA.
13,27/002.486/2019,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE ITEM QUE COMPÕE EQUIPAMENTO DE PROTEÇÃO INDIVIDUAL (CHAPÉU),"Boné  chapéu  gorro e afins. - Tipo: pescador, Confeccionado: com tingimento em cor firme cáqui  com furos laterais para ventilação  botões de pressão nas laterais para dobrar as abas  contendo aba fixa para proteção da nuca  cordão de ajuste e fixação para o queixo evitando a queda do chapéu.",43722 0000000000000000,36972 0000000000000000,1800 00000000,0034/2019,20200812,20210331,8256030000175,MORENA COMÉRCIO & SERVIÇO LTDA.
