_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,29/038.269/2023,UEMS,Ativo,,Aquisição de mesa cirúrgica elétrica para o Curso de Bacharel em Enfermagem na Unidade Universitária de Dourados-MS.,"Mesa hospitalar - Tipo: mesa cirúrgica elétrica, Leito: articulável, radiotransparente, dividido no mínimo em 05 secções (cabeça, dorso, assento, renal e perneira retráteis). Régua em aço inoxidável para colocação de acessórios., Capacidade: mínima de 220 kg na posição zero, Material da base: aço inoxidável ou material superior, com tratamento anti-corrosão, podendo ser revestida em polímero ABS r","111912,7500000000000000","50000,0000000000000000","1,00000000",0005/2024,1970-01-01,1970-01-01,38098716000146,INTENSIMED COMERCIO DE INSTRUMENTOS E MAT. HOSPITALARES LTDA
2,31/019.805/2022,DETRAN,Ativo,PREGÃO ELETRÔNICO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE OPERAÇÕES DE CONTACT CENTER, PARA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS DA CENTRAL DE ATENDIMENTO DO DETRAN-MS, COMPREENDENDO OS SERVIÇOS DE TELE ATENDIMENTOS (RECEPTIVO E ATIVO) E MULTIMEIOS (APLICATIVO WHATSAPP E CHAT) AO PÚBLICO EM GERAL DO DETRAN/MS, NA FORMA HUMANA E ELETRÔNICA, INCLUINDO OS SERVIÇOS DE OPERAÇÃO E GESTÃO COM FORNE",Contratação de empresa especializada na prestação de serviços de operações de Contact Center.,"7666032,0000000000000000","5393399,7600000000000000","12,00000000",0004/2022,1970-01-01,1970-01-01,12423787000183,GEOI2 TECNOLOGIA DA INFORMAÇÃO LTDA.
3,31/019.805/2022,DETRAN,Ativo,PREGÃO ELETRÔNICO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE OPERAÇÕES DE CONTACT CENTER, PARA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS DA CENTRAL DE ATENDIMENTO DO DETRAN-MS, COMPREENDENDO OS SERVIÇOS DE TELE ATENDIMENTOS (RECEPTIVO E ATIVO) E MULTIMEIOS (APLICATIVO WHATSAPP E CHAT) AO PÚBLICO EM GERAL DO DETRAN/MS, NA FORMA HUMANA E ELETRÔNICA, INCLUINDO OS SERVIÇOS DE OPERAÇÃO E GESTÃO COM FORNE",Contratação de empresa especializada na prestação de serviços de operações de Contact Center.,"7666032,0000000000000000","5393399,7600000000000000","12,00000000",0004/2022,1970-01-01,1970-01-01,12423787000183,GEOI2 TECNOLOGIA DA INFORMAÇÃO LTDA.
4,29/038.269/2023,UEMS,Ativo,,Aquisição de mesa cirúrgica elétrica para o Curso de Bacharel em Enfermagem na Unidade Universitária de Dourados-MS.,"Mesa hospitalar - Tipo: mesa cirúrgica elétrica, Leito: articulável, radiotransparente, dividido no mínimo em 05 secções (cabeça, dorso, assento, renal e perneira retráteis). Régua em aço inoxidável para colocação de acessórios., Capacidade: mínima de 220 kg na posição zero, Material da base: aço inoxidável ou material superior, com tratamento anti-corrosão, podendo ser revestida em polímero ABS r","111912,7500000000000000","50000,0000000000000000","1,00000000",0005/2024,1970-01-01,1970-01-01,38098716000146,INTENSIMED COMERCIO DE INSTRUMENTOS E MAT. HOSPITALARES LTDA
5,31/019.805/2022,DETRAN,Ativo,PREGÃO ELETRÔNICO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE OPERAÇÕES DE CONTACT CENTER, PARA PRESTAÇÃO DE SERVIÇOS TERCEIRIZADOS DA CENTRAL DE ATENDIMENTO DO DETRAN-MS, COMPREENDENDO OS SERVIÇOS DE TELE ATENDIMENTOS (RECEPTIVO E ATIVO) E MULTIMEIOS (APLICATIVO WHATSAPP E CHAT) AO PÚBLICO EM GERAL DO DETRAN/MS, NA FORMA HUMANA E ELETRÔNICA, INCLUINDO OS SERVIÇOS DE OPERAÇÃO E GESTÃO COM FORNE",Contratação de empresa especializada na prestação de serviços de operações de Contact Center.,"7666032,0000000000000000","5393399,7600000000000000","12,00000000",0004/2022,1970-01-01,1970-01-01,12423787000183,GEOI2 TECNOLOGIA DA INFORMAÇÃO LTDA.
6,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Microcomputador - Tipo: desktop com 1 tela, Requisito: demais especificações descritas no termo de referência.","135986,4200000000000000","67444,5000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
7,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Microcomputador - Tipo: desktop com 1 tela, Requisito: demais especificações descritas no termo de referência.","135986,4200000000000000","67444,5000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
8,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.",Projetor - Tipo: interativo – educação conectada.,"68984,8500000000000000","65394,0000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
9,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.",Projetor - Tipo: interativo – educação conectada.,"68984,8500000000000000","65394,0000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
10,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.",Projetor - Tipo: interativo – educação conectada.,"0,0000000000000000","65394,0000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
11,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Quadro - Tipo: escolar, Cor: branco, Material: laminado melamínico , Acabamento: moldura em alumínio nos 4 lados, Dados Complementares: suporte na parte frontal inferior para apagador, ganchos na parte superior para fixação na parede, Medida: 120 x 90 cm (L x A).","0,0000000000000000","11100,0000000000000000","12,00000000",0007/2024,1970-01-01,1970-01-01,29853526000104,HARMONIA SERVIÇOS ADMINISTRATIVOS LTDA.
12,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Quadro - Tipo: escolar, Cor: branco, Material: laminado melamínico , Acabamento: moldura em alumínio nos 4 lados, Dados Complementares: suporte na parte frontal inferior para apagador, ganchos na parte superior para fixação na parede, Medida: 120 x 90 cm (L x A).","13578,0000000000000000","11100,0000000000000000","12,00000000",0007/2024,1970-01-01,1970-01-01,29853526000104,HARMONIA SERVIÇOS ADMINISTRATIVOS LTDA.
13,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Quadro - Tipo: escolar, Cor: branco, Material: laminado melamínico , Acabamento: moldura em alumínio nos 4 lados, Dados Complementares: suporte na parte frontal inferior para apagador, ganchos na parte superior para fixação na parede, Medida: 120 x 90 cm (L x A).","13578,0000000000000000","11100,0000000000000000","12,00000000",0007/2024,1970-01-01,1970-01-01,29853526000104,HARMONIA SERVIÇOS ADMINISTRATIVOS LTDA.
14,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Microcomputador - Tipo: desktop com 1 tela, Requisito: demais especificações descritas no termo de referência.","107357,7000000000000000","67444,5000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
15,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.","Microcomputador - Tipo: desktop com 1 tela, Requisito: demais especificações descritas no termo de referência.","28628,7200000000000000","17985,2000000000000000","4,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
16,29/041.251/2023,UEMS,Ativo,,"Aquisição de equipamentos de informática e quadro branco magnético para atender o Projeto: Educação em Direitos Humanos das Mulheres e o Rede Saberes, nas áreas dos Direitos Humanos, Interculturalidade, História e Ciências Sociais.",Projetor - Tipo: interativo – educação conectada.,"68984,8500000000000000","65394,0000000000000000","15,00000000",0007/2024,1970-01-01,1970-01-01,17160828000100,DIAL COMERCIO E SERVICOS EMPRESARIAIS LTDA.
