_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Análise  Desenvolvimento e Manutenção de Sistemas conforme Termo de Referência.,6315840 0000000000000000,5703360 0000000000000000,96000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
2,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Produção Operacional e Suporte Técnico conforme Termo de Referência.,2920680 0000000000000000,2296560 0000000000000000,84000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
3,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Assistência Técnica de Equipamentos de Informática conforme Termo de Referência.,1058880 0000000000000000,959520 0000000000000000,48000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
4,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Fornecimento de peças - Requisito: conforme especificações no anexo.,949226 8500000000000000,840475 3500000000000000,6435 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
5,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviço técnico de guarda  custódia de acervo documental e de mídias físicas  conforme termo de referência.,172000 0000000000000000,141600 0000000000000000,5000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
6,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços técnicos de automatização de fluxos de trabalho (workflow) e gestão documental  abrangendo digitalização mediante demanda  conforme termo de referência.,186000 0000000000000000,168000 0000000000000000,600000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
7,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Análise  Desenvolvimento e Manutenção de Sistemas conforme Termo de Referência.,6315840 0000000000000000,5703360 0000000000000000,96000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
8,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Produção Operacional e Suporte Técnico conforme Termo de Referência.,2920680 0000000000000000,2296560 0000000000000000,84000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
9,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Serviços Técnicos de Assistência Técnica de Equipamentos de Informática conforme Termo de Referência.,1058880 0000000000000000,959520 0000000000000000,48000 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
10,71/500.101/2017,IAGRO - Inativo - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE INFORMÁTICA,Fornecimento de peças - Requisito: conforme especificações no anexo.,949226 8500000000000000,840475 3500000000000000,6435 00000000,0008/2019,20200210,20200313,1534855000165,MIL TEC TECNOLOGIA DA INFORMAÇÃO LTDA
