_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Equipamento hospitalar / laboratorial - Tipo: maquina de circulação extracorpórea modular, Faixa de temperatura: no mínimo 0 a 40 graus celsius com ajuste contínuo, Consumo: minimo 2.500 watts, Sistema de controle: integrado ou cronometro digital  para programação de temperatura  tempo de cirurgia e pinçamento da aorta, Composição: 04 módulos arteriais e 01 módulo base, console com rodízios com si",194211 2400000000000000,194211 2400000000000000,1 00000000,0039/2022,20220603,20220728,7356800000199,GF MEDICAL COMERCIO E REPRESENTACOES LTDA.
2,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Equipamento hospitalar / laboratorial - Tipo: sistema de hemodinâmica, Requisito: funcionalidades dicom: dicom query/retrieve  dicom print  dicom ris/worklist  dicom send  dicom storage. armazenamento e revisão de imagens fluoroscópicas  fluoroloop/fluorostore  de no mínimo 300 imagens fluoroscópicas, Acessórios: protetor radiológico de teto e saia  suporte de braços, apoio de braço unilateral, su",2969000 0000000000000000,2968000 0000000000000000,1 00000000,0039/2022,20220603,20220728,1449930000602,SIEMENS HEALTHCARE DIAGNOSTICOS LTDA
3,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Destilador de água - Tipo: pilsen, Modelo: torre de bancada, Material do Corpo: aço inoxidável , Capacidade de produçãp: 5 litros/hora, Potência: 4 5 kw, Medidas mínimas: 550 x 250 x 480 mm, Dados Complementares: produz água com pureza abaixo 4 µS (microsiemens)  considerando entrada até 300 microsiemens, Cúpula: inox resistente e inerte para não transferir íons ao sistema, Voltagem: 110/220 ou bi",5070 5800000000000000,5070 0000000000000000,2 00000000,0039/2022,20220603,20220728,5286960000183,V. S. COSTA & CIA LTDA
4,57/009.400/2021,AGESUL - Inativa - 2022,Inativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE SERVIÇOS TÉCNICOS DE PRODUÇÃO E MANIPULAÇÃO DE GRANDE VOLUME DE DOCUMENTOS  INCLUINDO O OUTSOURCING DE IMPRESSORAS  MULTIFUNCIONAIS  SCANNERS E FRAGMENTADORAS  O LICENCIAMENTO DE USO DE SOFTWARES DE GERENCIAMENTO  CAPTURA  INDEXAÇÃO  CONTABILIZAÇÃO E AUTOMAÇÃO E A LOCAÇÃO DOS DEMAIS EQUIPAMENTOS NECESSÁRIOS À GESTÃO E CONTROLE DA SOLUÇÃO  COM FORNECIMENTO DE MATERIAL E INSUMOS,Locação de Impressoras  Multifuncionais  Scanners  Monitores e Fragmentadoras.,2948799 0000000000000000,2340000 0000000000000000,12 00000000,0001/2022,20220603,20220621,73505349000230,H2L EQUIPAMENTOS E SISTEMAS LTDA
5,27/002.510/2022,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE SERVIÇO PARA MANUTENÇÃO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS COM FORNECIMENTO DE PEÇAS,Serviços Técnicos de Assistência Técnica de Equipamentos de Informática conforme Termo de Referência.,1249680 0000000000000000,600000 0000000000000000,1 00000000,0041/2022,20220603,20220622,20892343000115,NEWPC TECNOLOGIA LTDA
6,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Equipamento hospitalar / laboratorial - Tipo: cardioversor, Requisito: não possuir: marcapasso transcutâneo  oximetria (spo2) e pás internas, Alimentação: bifásico, Uso: equipamento utilizado para aplicar uma carga  sincronizada  buscando o restabelecimento do ritmo cardíaco, Comando: nas pás: ajuste  carga e disparo, Possui (1): módulo dea  bateria  memória de ecg e impressora.",53682 2200000000000000,49000 0000000000000000,2 00000000,0039/2022,20220603,20220728,40014621000149,ABC EQUIPAMENTOS HOSPITALARES LTDA
7,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Equipamento hospitalar / laboratorial - Tipo: monitor para imagens radiológicas, Requisito: monitor de alta resolução específico para visualização de imagens radiológicas. deve permitir a visualização de imagens geradas por raios-x  tomografia  ressonância magnética  pet ct  ultrassom e reconstrução 2d e 3d, Composição: 01 monitor de 30 polegadas de 6 mp  de corpo único (divide a tela ao meio se t",49485 0000000000000000,49485 0000000000000000,1 00000000,0039/2022,20220603,20220728,7416887000142,DIAGITAL DIAGNÓSTICOS DIGITAIS EIRELI
8,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Aquecedor - Tipo: aquecimento de sangue  produtos à base de sangue e soluções intravenosas, Alarmes audiovisuais: quando a temperatura excede 42 graus celsius ou é inferior a 32 graus celsius, Proteção: contra sobreaquecimento independentes, Indicadores: luminosos que indicam a alimentação ou aviso do perfil em aquecimento  a temperatura de infusão (temperatura selecionada)  a temperatura atual do",38800 0000000000000000,38500 0000000000000000,2 00000000,0039/2022,20220603,20220728,8583229000108,CARLA DE OLIVEIRA CORREA
9,27/002.510/2022,FESA,Ativo,PREGÃO ELETRÔNICO,CONTRATAÇÃO DE SERVIÇO PARA MANUTENÇÃO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS COM FORNECIMENTO DE PEÇAS,Serviços Técnicos de Assistência Técnica de Equipamentos de Informática conforme Termo de Referência.,1249680 0000000000000000,600000 0000000000000000,1 00000000,0041/2022,20220603,20220622,20892343000115,NEWPC TECNOLOGIA LTDA
10,27/002.308/2022,FESA,Ativo,PREGÃO ELETRÔNICO,Aquisição de Correlatos (Equipamentos Hospitalares),"Aquecedor - Tipo: aquecimento de sangue  produtos à base de sangue e soluções intravenosas, Alarmes audiovisuais: quando a temperatura excede 42 graus celsius ou é inferior a 32 graus celsius, Proteção: contra sobreaquecimento independentes, Indicadores: luminosos que indicam a alimentação ou aviso do perfil em aquecimento  a temperatura de infusão (temperatura selecionada)  a temperatura atual do",38800 0000000000000000,38500 0000000000000000,2 00000000,0039/2022,20220603,20220728,8583229000108,CARLA DE OLIVEIRA CORREA
