_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Agulha para aviamento - Uso: para máquina de costura, Tamanho: n° 14, Tipo: Elastiqueira.",204 7200000000000000,194 9600000000000000,8 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
2,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Agulha para aviamento - Uso: para máquina de costura, Tamanho: nº 12, Tipo: Galoneira.",124 4700000000000000,123 9300000000000000,9 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
3,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Agulha para aviamento - Uso: para máquina de costura, Tamanho: nº 12, Tipo: Reta.",92 7000000000000000,91 9800000000000000,9 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
4,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Agulha para aviamento - Uso: para máquina de costura industrial  overloque / interlock, Tamanho: nº 16.",121 7000000000000000,121 0000000000000000,10 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
5,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Cortador - Uso: manual, Tipo: para tecido, Modelo: circular.",133 1600000000000000,133 0800000000000000,4 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
6,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Óleo - Tipo: lubrificante, Uso: para máquina de costura.",965 0000000000000000,800 0000000000000000,50 00000000,0007/2018,20180702,20180808,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
7,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Régua - Material: madeira, Comprimento: 60 cm, Uso: para costura.",46 5600000000000000,46 5600000000000000,6 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
8,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Tesoura - Uso: para costura, Tamanho: mínimo 20 cm.",631 2100000000000000,399 8400000000000000,17 00000000,0007/2018,20180702,20180808,11472186000106,J4 SERVIÇOS E NEGÓCIOS MÚLTIPLOS EIRELI
9,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,Zíper - Medida: 18 cm.,534 6000000000000000,534 6000000000000000,90 00000000,0007/2018,20180702,20180808,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
10,31/600.578/2016,AGEPEN,Ativo,PREGÃO ELETRÔNICO,1ª REPETIÇÃO - AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA CURSO DE CORTE E COSTURA,"Máquina - Tipo: bordadora, Uso: costura bordadora, Requisito: com mesa, Motor: 110/220 v.",14139 9900000000000000,9199 9800000000000000,3 00000000,0007/2018,20180702,20180808,6298377000155,I.A. CAMPAGNA JUNIOR & CIA LTDA.
