_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,65/000.944/2019,SEDHAST - Inativo 2022,Inativo,PREGÃO ELETRÔNICO,Aquisição de veículo,"Veículo - Modelo: passeio, Tipo: hatch, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 72 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de Porta: 4, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionado  jogo de tapetes e p",84526 6600000000000000,84500 0000000000000000,2 00000000,0004/2019,20200604,20200624,5950849000140,ENZO VEÍCULOS LTDA.
2,57/500.225/2019,AGEHAB,Ativo,CONVITE,Execução das obras de construção de bases para unidades habitacionais  com área unitária de 42 56m²  no Loteamento Jardim Gramado  município de São Gabriel do Oeste/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,176778 8800000000000000,121623 8700000000000000,1 00000000,0003/2020,20200604,20200615,36779403000128,GBA Serviços e Construções Ltda-ME
3,65/000.944/2019,SEDHAST - Inativo 2022,Inativo,PREGÃO ELETRÔNICO,Aquisição de veículo,"Veículo - Modelo: passeio, Tipo: hatch, Quilometragem: zero, Ano / Modelo: do ano corrente ou superior, Motor: bicombustível (gasolina e álcool), Potência mínima: 72 cv na gasolina, Transmissão: manual de no mínimo 5 marchas a frente e 1 a ré, Direção: hidráulica, Quantidade de Porta: 4, Capacidade de transporte: 5 passageiros  incluindo o motorista, Requisito: ar condicionado  jogo de tapetes e p",84526 6600000000000000,84500 0000000000000000,2 00000000,0004/2019,20200604,20200624,5950849000140,ENZO VEÍCULOS LTDA.
4,57/500.225/2019,AGEHAB,Ativo,CONVITE,Execução das obras de construção de bases para unidades habitacionais  com área unitária de 42 56m²  no Loteamento Jardim Gramado  município de São Gabriel do Oeste/MS.,Serviço de obras do Estado/Municípios não Imobilizáveis,176778 8800000000000000,121623 8700000000000000,1 00000000,0003/2020,20200604,20200615,36779403000128,GBA Serviços e Construções Ltda-ME
5,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Extrator - Uso: grampos, Tipo: espátula, Material: inóx, Medida Mínima: 15 cm.",25 7500000000000000,24 5000000000000000,25 00000000,0002/2020,20200610,20200803,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
6,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Cesto - Tipo: lixeira , Material: polietileno, Requisito: com pedal e tampa , Capacidade  mínima: 12 litros.",168 8000000000000000,158 5000000000000000,10 00000000,0002/2020,20200610,20200803,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
7,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Pasta - Tipo: papelão  papel cartão, Requisito: Com 3 abas internas e elástico nas extremidades, Cor: variadas, Material: papelão plastificado,  Medida mínima: 34 x 23 cm.",1710 0000000000000000,1680 0000000000000000,1000 00000000,0002/2020,20200610,20200803,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
8,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Lápis - Tipo: grafite, Cor: preto, Escrita: nº 2 HB, Corpo: maciço  sextavado, Requisito: Bic  Faber Castell  igual ou de melhor qualidade.",300 0000000000000000,290 0000000000000000,1000 00000000,0002/2020,20200610,20200803,14992591000135,CASA 10 COMERCIO E ADMINISTRAÇÃO DE OBRAS LTDA
9,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Corretivo escolar - Tipo: fita, Medida Aproximada: 4 mm x 10 m.",364 0000000000000000,360 0000000000000000,100 00000000,0002/2020,20200610,20200803,35670699000181,LEIA LUISA DOMINGOS LTDA
10,29/040.592/2019,SED,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,"Grampo - Material: aço galvanizado, Tamanho: 26/6.",77 0000000000000000,76 0000000000000000,20 00000000,0002/2020,20200610,20200803,35670699000181,LEIA LUISA DOMINGOS LTDA
