_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: milho, Variedade: cativerde  02, Requisito: germinação mínima de 85 % e pureza mínima de 98%  sementes fiscalizadas, Validade: teste de germinação de 10 meses  excluídos mês de entrega.",180750 0000000000000000,180750 0000000000000000,600 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
2,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: milho, Variedade: cativerde  02, Requisito: germinação mínima de 85 % e pureza mínima de 98%  sementes fiscalizadas, Validade: teste de germinação de 10 meses  excluídos mês de entrega.",60250 0000000000000000,60250 0000000000000000,200 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
3,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: de feijão, Variedade: cultivar carioca BRS Estilo, Requisito: germinação mínima de 89% e pureza mínima de 98%  sementes fiscalizadas, Validade: do teste de germinação de seis meses  excluídos o mês de análise.",343102 5000000000000000,341250 0000000000000000,975 00000000,0019/2021,20220304,20220425,50405778000159,DI SOLO SEMENTES MELHORADAS LTDA
4,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: abóbora moranga, Requisito: germinação mínima de 80 % e pureza mínima de 98%, Validade: do teste de germinação de seis meses  excluídos o mês de análise.",29620 5000000000000000,29606 5000000000000000,350 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
5,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: de feijão, Variedade: cultivar carioca BRS Estilo, Requisito: germinação mínima de 89% e pureza mínima de 98%  sementes fiscalizadas, Validade: do teste de germinação de seis meses  excluídos o mês de análise.",457470 0000000000000000,341250 0000000000000000,975 00000000,0019/2021,20220304,20220425,50405778000159,DI SOLO SEMENTES MELHORADAS LTDA
6,55/011.505/2021,SAD - 2022,Inativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE PLATAFORMA DE ELEVAÇÃO HIDRÁULICA DEVIDAMENTE INSTALADA,"Plataforma de elevação vertical para acessibilidade - Tipo: enclausurada, Sistema hidráulico: hidráulica, Entrada: unilateral, Voltagem: 220 V, Velocidade: mínimo de 6 0 m/min, Capacidade: mínima de 300kg, Itens de segurança: piso antiderrapante, Instalação: devidamente instalado.",134925 0000000000000000,132800 0000000000000000,1 00000000,0015/2022,20220304,20220401,36314682000154,TOSIN ARQUITETURA E CONSTRUÇÕES EIRELI
7,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: milho, Variedade: AL Bandeirantes, Requisito: germinação mínima de 85% e pureza mínima de 98%  sementes fiscalizadas, Validade: teste de germinação de 10 meses  excluídos o mês de entrega.",1036440 0000000000000000,765000 0000000000000000,3000 00000000,0019/2021,20220304,20220425,50405778000159,DI SOLO SEMENTES MELHORADAS LTDA
8,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: de abobrinha menina brasileira precoce, Requisito: germinação mínima de 90% e pureza mínima de 98%, Ciclo: de 75 a 90 dias, Validade: do teste de germinação de seis meses  excluídos o mês de análise, Plantio: ano todo.",2647 5000000000000000,2645 0000000000000000,50 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
9,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: milho, Variedade: AL Bandeirantes, Requisito: germinação mínima de 85% e pureza mínima de 98%  sementes fiscalizadas, Validade: teste de germinação de 10 meses  excluídos o mês de entrega.",777330 0000000000000000,765000 0000000000000000,3000 00000000,0019/2021,20220304,20220425,50405778000159,DI SOLO SEMENTES MELHORADAS LTDA
10,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: de melancia, Requisito: germinação mínima de 90% e pureza mínima de 98%, Ciclo: de 80 a 110 dias, Descrição: fruto globular redonda  casca verde escura com listra, Validade: do teste de germinação de seis meses  excluídos o mês de análise, Plantio: agosto a dezembro.",26226 0000000000000000,26226 0000000000000000,200 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
11,71/043.575/2021,AGRAER - Inativo - 2022,Inativo,DISPENSA DE LICITAÇÃO,AQUISIÇÃO DE SEMENTES,"Semente - Tipo: de melancia, Requisito: germinação mínima de 90% e pureza mínima de 98%, Ciclo: de 80 a 110 dias, Descrição: fruto globular redonda  casca verde escura com listra, Validade: do teste de germinação de seis meses  excluídos o mês de análise, Plantio: agosto a dezembro.",26226 0000000000000000,26226 0000000000000000,200 00000000,0019/2021,20220304,20220425,8407726000155,SEMENTEK COMERCIO E REPRESENTACOES LTDA
