_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,71/026.527/2022,IAGRO,Ativo,"",AQUISIÇÃO DE TERMOCICLADOR,"Equipamento hospitalar / laboratorial - Tipo: termociclador para PCR, Alimentação elétrica: a ser definida pela entidade solicitante, Apresentação: com tela colorida tipo touch screen  configuração para editar e criar métodos de PCR durante a corrida  com possibilidade de ciclagens padrão e fast, Especificação técnica: termociclador automático para amplificação de DNA  com seis blocos de temperatu",340364 8400000000000000,141000 0000000000000000,1 00000000,0002/2022,20230403,20230504,5094718000108,LOCCUS DO BRASIL LTDA
2,71/026.527/2022,IAGRO,Ativo,"",AQUISIÇÃO DE TERMOCICLADOR,"Equipamento hospitalar / laboratorial - Tipo: termociclador para PCR, Alimentação elétrica: a ser definida pela entidade solicitante, Apresentação: com tela colorida tipo touch screen  configuração para editar e criar métodos de PCR durante a corrida  com possibilidade de ciclagens padrão e fast, Especificação técnica: termociclador automático para amplificação de DNA  com seis blocos de temperatu",340364 8400000000000000,141000 0000000000000000,1 00000000,0002/2022,20230403,20230504,5094718000108,LOCCUS DO BRASIL LTDA
3,51/000.330/2022,FUNDESPORTE - Inativo - 2022,Inativo,"",CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OUTSOURCING DE SOLUÇÃO DE IMPRESSÃO  REPROGRAFIA E DIGITALIZAÇÃO DE DOCUMENTOS  COM FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIMEIRO USO  LICENÇA DE SOFTWARE DE BILHETAGEM DE IMPRESSÃO  CÓPIAS E DIGITALIZAÇÕES COM SERVIDOR DE IMPRESSÃO INCLUSO  COM O FORNECIMENTO DE TODO MATERIAL DE CONSUMO  INCLUINDO PAPÉIS A4 E A3  ETIQUETAS  PULSEIRAS  CRACHÁS E SERVIÇO,Locação de impressoras  multifuncionais e scanners,470130 0000000000000000,357720 0000000000000000,12 00000000,0002/2022,20230405,20230420,1798250000181,PRINT & COPY EQUIPAMENTOS E SERVICOS LTDA.
4,51/000.330/2022,FUNDESPORTE - Inativo - 2022,Inativo,"",CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OUTSOURCING DE SOLUÇÃO DE IMPRESSÃO  REPROGRAFIA E DIGITALIZAÇÃO DE DOCUMENTOS  COM FORNECIMENTO DE EQUIPAMENTOS NOVOS E DE PRIMEIRO USO  LICENÇA DE SOFTWARE DE BILHETAGEM DE IMPRESSÃO  CÓPIAS E DIGITALIZAÇÕES COM SERVIDOR DE IMPRESSÃO INCLUSO  COM O FORNECIMENTO DE TODO MATERIAL DE CONSUMO  INCLUINDO PAPÉIS A4 E A3  ETIQUETAS  PULSEIRAS  CRACHÁS E SERVIÇO,Locação de impressoras  multifuncionais e scanners,470130 0000000000000000,357720 0000000000000000,12 00000000,0002/2022,20230405,20230420,1798250000181,PRINT & COPY EQUIPAMENTOS E SERVICOS LTDA.
5,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Cama Hospitalar - Tipo: berço, Uso: enfermaria pediátrica e/ou UTI pediátrica, Movimentos: trendelenburg e proclive, Acionamento: manual, Rodízios: de no mínimo 2” com freio em diagonal, Dados Complementares: dimensões: com variação admitida de (+/-5%) Estrutura: 750 x 400 x 800 mm   Cuna Acrílica: 730 x 340 x 190 mm Acessório: Colchonete em espuma revestido em courvin nas medidas do cesto em acrí",5900 0000000000000000,5900 0000000000000000,5 00000000,0069/2022,20230412,20230911,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
6,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Incubadora neonatal - Tipo: estacionária, Características: Equipamento construído em material não-ferroso para evitar oxidações e facilitar assepsia, Possuir trava de segurança e/ou mecanismo de amortecimento para fechamento suave da cúpula para evitar acidentes, Material: Cúpula em acrílico transparente de paredes duplas para evitar a perda de calor por irradiação, Estrutura: mobilidade através d",553687 6200000000000000,478159 0000000000000000,17 00000000,0069/2022,20230412,20230911,55983274000130,OLIDEF CZ INDÚSTRIA E COMÉRCIO DE APARELHOS HOSPITALARES LTDA
7,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Incubadora neonatal - Tipo: transporte, Características: Equipamento possui base em material plástico  possuir alças para transporte e dois suportes para cilindros de gases medicinais.  2 cilindros em alumínio tipo D ou E para oxigênio ou ar comprimido com válvula redutora e manômetro., Material: cúpula construída em acrílico transparente  com paredes duplas em toda sua superfície para proteção do",128030 7600000000000000,101730 0000000000000000,3 00000000,0069/2022,20230412,20230911,55983274000130,OLIDEF CZ INDÚSTRIA E COMÉRCIO DE APARELHOS HOSPITALARES LTDA
8,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Cama Hospitalar - Tipo: berço, Uso: enfermaria pediátrica e/ou UTI pediátrica, Movimentos: trendelenburg e proclive, Acionamento: manual, Rodízios: de no mínimo 2” com freio em diagonal, Dados Complementares: dimensões: com variação admitida de (+/-5%) Estrutura: 750 x 400 x 800 mm   Cuna Acrílica: 730 x 340 x 190 mm Acessório: Colchonete em espuma revestido em courvin nas medidas do cesto em acrí",5900 0000000000000000,5900 0000000000000000,5 00000000,0069/2022,20230412,20230911,20220317000140,HD- MIYAHARA COMERCIO E SERVICOS LTDA.
9,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Incubadora neonatal - Tipo: estacionária, Características: Equipamento construído em material não-ferroso para evitar oxidações e facilitar assepsia, Possuir trava de segurança e/ou mecanismo de amortecimento para fechamento suave da cúpula para evitar acidentes, Material: Cúpula em acrílico transparente de paredes duplas para evitar a perda de calor por irradiação, Estrutura: mobilidade através d",716536 9200000000000000,478159 0000000000000000,17 00000000,0069/2022,20230412,20230911,55983274000130,OLIDEF CZ INDÚSTRIA E COMÉRCIO DE APARELHOS HOSPITALARES LTDA
10,27/002.481/2022,FESA,Ativo,PREGÃO ELETRÔNICO,AQUISIÇÃO DE CORRELATOS - INCUBADORA NEONATAL E CAMA HOSPITALAR,"Incubadora neonatal - Tipo: transporte, Características: Equipamento possui base em material plástico  possuir alças para transporte e dois suportes para cilindros de gases medicinais.  2 cilindros em alumínio tipo D ou E para oxigênio ou ar comprimido com válvula redutora e manômetro., Material: cúpula construída em acrílico transparente  com paredes duplas em toda sua superfície para proteção do",128030 7600000000000000,101730 0000000000000000,3 00000000,0069/2022,20230412,20230911,55983274000130,OLIDEF CZ INDÚSTRIA E COMÉRCIO DE APARELHOS HOSPITALARES LTDA
