_id,N_Processo,Orgao,Situacao_Orgao,Modalidade,Objeto,Itens_Licitado,Valor_Total_Previsto,Valor_Total_Realizado,Quant_Licitada,N_Edital,Data_Publicação,Data_Abertura,CPF_CNPJ,Razao_Social
1,83/006.811/2024,AGRAER,Ativo,,AQUISIÇÃO DE REFRIGERADORES TIPO FROST FREE - CONVÊNIO Nº 884.278/2019,"Refrigerador - Tipo: frost free, Capacidade: armazenagem líquida total entre 400 a 450 litros (refrigerador + congelador), Cor: branco, Requisito: duas portas, gavetão, prateleiras removíveis na porta e no refrigerador.","220278,8500000000000000","113861,9999932800000000","42,00000000",0013/2024,1970-01-01,1970-01-01,77941490000155,GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS S.A
2,83/001.587/2024,AGRAER,Ativo,,AQUISIÇÃO DE TANQUES RESFRIADORES DE LEITE - CONVÊNIO 937.970/2022,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","213100,0000000000000000","115000,0000000000000000","8,00000000",0008/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
3,83/001.587/2024,AGRAER,Ativo,,AQUISIÇÃO DE TANQUES RESFRIADORES DE LEITE - CONVÊNIO 937.970/2022,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","181066,6400000000000000","115000,0000000000000000","8,00000000",0008/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
4,83/010.747/2024,AGRAER,Ativo,,AQUISIÇÃO DE RESFRIADORES DE LEITE - CONVÊNIO N° 844.278/2017,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","37133,3400000000000000","22300,0000000000000000","2,00000000",0016/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
5,83/010.747/2024,AGRAER,Ativo,,AQUISIÇÃO DE RESFRIADORES DE LEITE - CONVÊNIO N° 844.278/2017,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","148533,3600000000000000","89200,0000000000000000","8,00000000",0016/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
6,83/001.587/2024,AGRAER,Ativo,,AQUISIÇÃO DE TANQUES RESFRIADORES DE LEITE - CONVÊNIO 937.970/2022,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","45266,6600000000000000","28750,0000000000000000","2,00000000",0008/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
7,83/001.587/2024,AGRAER,Ativo,,AQUISIÇÃO DE TANQUES RESFRIADORES DE LEITE - CONVÊNIO 937.970/2022,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","264333,3000000000000000","115000,0000000000000000","8,00000000",0008/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
8,83/006.811/2024,AGRAER,Ativo,,AQUISIÇÃO DE REFRIGERADORES TIPO FROST FREE - CONVÊNIO Nº 884.278/2019,"Refrigerador - Tipo: frost free, Capacidade: armazenagem líquida total entre 400 a 450 litros (refrigerador + congelador), Cor: branco, Requisito: duas portas, gavetão, prateleiras removíveis na porta e no refrigerador.","52065,9100000000000000","38165,6600000000000000","13,00000000",0013/2024,1970-01-01,1970-01-01,21997155000203,VIXBOT SOLUCOES EM INFORMATICA LTDA
9,83/006.811/2024,AGRAER,Ativo,,AQUISIÇÃO DE REFRIGERADORES TIPO FROST FREE - CONVÊNIO Nº 884.278/2019,"Refrigerador - Tipo: frost free, Capacidade: armazenagem líquida total entre 400 a 450 litros (refrigerador + congelador), Cor: branco, Requisito: duas portas, gavetão, prateleiras removíveis na porta e no refrigerador.","168212,9400000000000000","113861,9999932800000000","42,00000000",0013/2024,1970-01-01,1970-01-01,77941490000155,GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS S.A
10,83/001.587/2024,AGRAER,Ativo,,AQUISIÇÃO DE TANQUES RESFRIADORES DE LEITE - CONVÊNIO 937.970/2022,"Resfriador - Tipo: de leite, expansão: direta, Material: em aço inox AISI 304, Capacidade: 1000 litros, Fundo: com declive para escoamento do leite, Sistema: eletrônico de refrigeração com visor digital, dispositivo: de proteção contra queda e interrupção de energia, Tensão: de 220 volts monofásico, Dados Complementares: protetor para-raios, motor agitador, isolamento em poliuretano injetado, para","226333,3000000000000000","115000,0000000000000000","8,00000000",0008/2024,1970-01-01,1970-01-01,9488932000108,WALMOR HENRICH - ME
